	gene_human	entrez_id_human	gene_mouse	MGI	MP_HMD	MP_PhenoGeno	HP_genes_to_phenotype	MP_system_level	HP_system_level	MP_from_HP_system_level
22219	SMG8	55181	Smg8	MGI:1921383		MP:0011110	HP:0001263,HP:0002500,HP:0000047,HP:0000007,HP:0031298,HP:0002007,HP:0011829,HP:0002389,HP:0004961,HP:0000668,HP:0004322,HP:0000742,HP:0000958,HP:0000953,HP:0000964,HP:0000252,HP:0030051,HP:0000365,HP:0000358,HP:0000369,HP:0000343,HP:0000347,HP:0000319,HP:0001655,HP:0001629,HP:0001631,HP:0005301,HP:0000400,HP:0000483,HP:0000486,HP:0012471,HP:0012444,HP:0000448,HP:0000414,HP:0000518,HP:0000543	[]	['HP:0000234', 'HP:0000598', 'HP:0000079', 'HP:0001507', 'HP:0000707', 'HP:0000924', 'HP:0002715', 'HP:0000708', 'HP:0000078', 'HP:0002086', 'HP:0000478', 'HP:0001574', 'HP:0001626']	[['MP:0005382'], ['MP:0005377'], ['MP:0005367'], ['MP:0005378'], ['MP:0003631'], ['MP:0005390'], ['MP:0005387'], ['MP:0005386'], ['MP:0005389'], ['MP:0005388'], ['MP:0005391'], ['MP:0010771'], ['MP:0005385']]
22220	SMG9	56006	Smg9	MGI:1919247		MP:0003078,MP:0013877,MP:0005560,MP:0012089,MP:0010572,MP:0013879,MP:0001303,MP:0003327,MP:0000297,MP:0004463,MP:0004612,MP:0004259,MP:0008922,MP:0011659,MP:0013876,MP:0009743,MP:0013917,MP:0013970,MP:0000282,MP:0010490,MP:0000602,MP:0005262,MP:0004164,MP:0000562,MP:0012263,MP:0004055,MP:0006063,MP:0001697,MP:0001014,MP:0011100,MP:0010647,MP:0009770,MP:0011085,MP:0005105,MP:0004200,MP:0002652,MP:0014021,MP:0001711,MP:0009771,MP:0001399,MP:0003686,MP:0004269,MP:0020500,MP:0013840,MP:0001293,MP:0011493,MP:0001914,MP:0013836,MP:0013848,MP:0010412,MP:0002237,MP:0010420,MP:0000914,MP:0001297,MP:0008923,MP:0004201,MP:0004924,MP:0003387,MP:0000520,MP:0020486,MP:0011109,MP:0000162,MP:0001785,MP:0013971,MP:0000632,MP:0001015,MP:0000284,MP:0002725,MP:0006011,MP:0013969,MP:0010418,MP:0005642,MP:0006065,MP:0020870	HP:0001188,HP:0001156,HP:0009907,HP:0001250,HP:0001252,HP:0001249,HP:0001263,HP:0002509,HP:0001348,HP:0000007,HP:0000007,HP:0001305,HP:0001320,HP:0002650,HP:0000179,HP:0410030,HP:0008936,HP:0002705,HP:0002020,HP:0002080,HP:0002079,HP:0002059,HP:0002188,HP:0100490,HP:0003593,HP:0003577,HP:0003577,HP:0002283,HP:0002359,HP:0010763,HP:0006801,HP:0006895,HP:0004322,HP:0006956,HP:0000750,HP:0011448,HP:0003189,HP:0011611,HP:0000960,HP:0008081,HP:0000260,HP:0000269,HP:0000252,HP:0000248,HP:0000218,HP:0001561,HP:0000232,HP:0031348,HP:0001510,HP:0000358,HP:0000369,HP:0000341,HP:0000316,HP:0001629,HP:0001629,HP:0000403,HP:0005280,HP:0005280,HP:0000486,HP:0000463,HP:0012444,HP:0000455,HP:0000445,HP:0000431,HP:0000431,HP:0005487,HP:0000505,HP:0011220,HP:0011220,HP:0000568	['MP:0010771', 'MP:0005386', 'MP:0005391', 'MP:0005380', 'MP:0005370', 'MP:0003631', 'MP:0005376', 'MP:0005371', 'MP:0005385', 'MP:0005367', 'MP:0005388', 'MP:0005377', 'MP:0005369', 'MP:0005387', 'MP:0005397', 'MP:0005390', 'MP:0005382', 'MP:0005379', 'MP:0005378']	['HP:0000234', 'HP:0001371', 'HP:0000598', 'HP:0001507', 'HP:0000707', 'HP:0011024', 'HP:0003011', 'HP:0000924', 'HP:0002715', 'HP:0001560', 'HP:0040064', 'HP:0000478', 'HP:0001574', 'HP:0001626']	[['MP:0005382'], ['MP:0005390'], ['MP:0005377'], ['MP:0005378'], ['MP:0003631'], ['MP:0005381'], ['MP:0005369'], ['MP:0005390'], ['MP:0005387'], ['MP:0005380'], ['MP:0005371'], ['MP:0005391'], ['MP:0010771'], ['MP:0005385']]
22221	SMIM1	388588	Smim1	MGI:1916109				['']	['']	[['']]
22222	SMIM10	644538	Smim10l1	MGI:1914379				['']	['']	[['']]
22223	SMIM10L1	100129361	Smim10l1	MGI:1914379				['']	['']	[['']]
22224	SMIM10L2A	399668	Smim10l2a	MGI:2443645				['']	['']	[['']]
22225	SMIM10L2B	644596	Smim10l2a	MGI:2443645				['']	['']	[['']]
22226	SMIM11	54065	Smim11	MGI:1916186				['']	['']	[['']]
22227	SMIM12	113444	Smim12	MGI:1933141				['']	['']	[['']]
22228	SMIM13	221710	Smim13	MGI:2652854				['']	['']	[['']]
22229	SMIM14	201895	Smim14	MGI:1915802				['']	['']	[['']]
22230	SMIM15	643155	Smim15	MGI:1922866				['']	['']	[['']]
22231	SMIM17	147670	Smim17	MGI:4365374				['']	['']	[['']]
22232	SMIM18	100507341	Smim18	MGI:1919882				['']	['']	[['']]
22233	SMIM19	114926	Smim19	MGI:2142501				['']	['']	[['']]
22234	SMIM20	389203	Smim20	MGI:1913528		MP:0001402,MP:0005448,MP:0002891,MP:0001364,MP:0005659,MP:0010392		['MP:0005386', 'MP:0005385', 'MP:0005376', 'MP:0005378']	['']	[['']]
22235	SMIM22	440335	Smim22	MGI:3643379				['']	['']	[['']]
22236	SMIM23	644994	Smim23	MGI:1916601		MP:0002339,MP:0000702,MP:0002169		['MP:0005387']	['']	[['']]
22237	SMIM24	284422	Smim24	MGI:1919523				['']	['']	[['']]
22238	SMIM26	388789	Smim26	MGI:2685407				['']	['']	[['']]
22239	SMIM27	100129250	Smim27	MGI:1913684				['']	['']	[['']]
22240	SMIM29	221491	Smim29	MGI:2146839				['']	['']	[['']]
22241	SMIM3	85027	Smim3	MGI:1917088				['']	['']	[['']]
22242	SMIM30	401397	Smim30	MGI:1913770				['']	['']	[['']]
22243	SMIM31	100505989	Smim31	MGI:3039572				['']	['']	[['']]
22244	SMIM32	389332	Smim32	MGI:5791459				['']	['']	[['']]
22245	SMIM33	111064649	Smim33	MGI:1920699				['']	['']	[['']]
22246	SMIM34	388820	Smim34	MGI:5826205				['']	['']	[['']]
22247	SMIM35	100526771	Smim35	MGI:3040681				['']	['']	[['']]
22248	SMIM36	101927367	Smim36	MGI:5804831				['']	['']	[['']]
22249	SMIM38	107984345	Smim38	MGI:1916283				['']	['']	[['']]
22250	SMIM40	113523636	Smim40	MGI:3054967				['']	['']	[['']]
22251	SMIM40	113523636	Smim40-ps	MGI:3779650				['']	['']	[['']]
22252	SMIM41	113523638	Smim41	MGI:1924967				['']	['']	[['']]
22253	SMIM45	339674	Smim45	MGI:1923755				['']	['']	[['']]
22254	SMIM5	643008	Smim5	MGI:1913778				['']	['']	[['']]
22255	SMIM6	100130933	Smim6	MGI:1915778				['']	['']	[['']]
22256	SMIM7	79086	Smim7	MGI:1914068				['']	['']	[['']]
22257	SMIM8	57150	Smim8	MGI:1913541		MP:0001566,MP:0010124,MP:0009142,MP:0011110,MP:0002968		['MP:0003631', 'MP:0005390', 'MP:0005376']	['']	[['']]
22258	SMIM9	100132963	Smim9	MGI:3588243				['']	['']	[['']]
22259	SMLR1	100507203	Smlr1	MGI:1922856		MP:0011091		[]	['']	[['']]
22260	SMN1	6606	Smn1	MGI:109257		MP:0001730,MP:0001402,MP:0011091,MP:0002914,MP:0002757,MP:0002083,MP:0003858,MP:0002169,MP:0002663,MP:0011098,MP:0003998,MP:0002085,MP:0001406,MP:0000063,MP:0003984,MP:0001220,MP:0009400,MP:0011092,MP:0004174,MP:0002738,MP:0010124,MP:0009434,MP:0000292,MP:0011096,MP:0001265,MP:0005407,MP:0003635,MP:0001648,MP:0009399,MP:0013178,MP:0001614,MP:0011108,MP:0000939,MP:0011094,MP:0005333,MP:0004835,MP:0010053,MP:0001053,MP:0011099	HP:0007289,HP:0007269,HP:0007269,HP:0007269,HP:0007269,HP:0002421,HP:0003749,HP:0003724,HP:0003701,HP:0003701,HP:0003713,HP:0001290,HP:0001284,HP:0001265,HP:0007340,HP:0002515,HP:0002522,HP:0002505,HP:0003805,HP:0003803,HP:0003819,HP:0001324,HP:0000007,HP:0000007,HP:0000007,HP:0000007,HP:0001308,HP:0001308,HP:0001308,HP:0001308,HP:0008994,HP:0008981,HP:0008946,HP:0008956,HP:0002093,HP:0003394,HP:0003457,HP:0003444,HP:0003445,HP:0003445,HP:0003438,HP:0003593,HP:0003547,HP:0003557,HP:0002205,HP:0002205,HP:0002398,HP:0002398,HP:0002398,HP:0003693,HP:0002378,HP:0002378,HP:0002378,HP:0003676,HP:0003687,HP:0003677,HP:0007126,HP:0007126,HP:0003623,HP:0003621,HP:0006844,HP:0034045,HP:0009050,HP:0011462,HP:0003202,HP:0002878,HP:0001558,HP:0001629,HP:0001631,HP:0025708	['MP:0005369', 'MP:0010771', 'MP:0005386', 'MP:0005390', 'MP:0005380', 'MP:0003631', 'MP:0005385', 'MP:0005384', 'MP:0005371', 'MP:0005378']	['HP:0000234', 'HP:0034057', 'HP:0001557', 'HP:0000707', 'HP:0003011', 'HP:0002715', 'HP:0002086', 'HP:0040064', 'HP:0001626']	[['MP:0005382'], ['MP:0005380'], ['MP:0005386'], ['MP:0003631'], ['MP:0005369'], ['MP:0005387'], ['MP:0005388'], ['MP:0005371'], ['MP:0005385']]
22261	SMN2	6607	Smn1	MGI:109257		MP:0001730,MP:0001402,MP:0011091,MP:0002914,MP:0002757,MP:0002083,MP:0003858,MP:0002169,MP:0002663,MP:0011098,MP:0003998,MP:0002085,MP:0001406,MP:0000063,MP:0003984,MP:0001220,MP:0009400,MP:0011092,MP:0004174,MP:0002738,MP:0010124,MP:0009434,MP:0000292,MP:0011096,MP:0001265,MP:0005407,MP:0003635,MP:0001648,MP:0009399,MP:0013178,MP:0001614,MP:0011108,MP:0000939,MP:0011094,MP:0005333,MP:0004835,MP:0010053,MP:0001053,MP:0011099	HP:0007289,HP:0007269,HP:0003749,HP:0003724,HP:0003701,HP:0001265,HP:0007340,HP:0002505,HP:0000007,HP:0001308,HP:0008946,HP:0008956,HP:0003394,HP:0003444,HP:0003438,HP:0003547,HP:0002398,HP:0003693,HP:0002378,HP:0003676,HP:0003621,HP:0006844,HP:0025708	['MP:0005369', 'MP:0010771', 'MP:0005386', 'MP:0005390', 'MP:0005380', 'MP:0003631', 'MP:0005385', 'MP:0005384', 'MP:0005371', 'MP:0005378']	['HP:0000234', 'HP:0040064', 'HP:0000707', 'HP:0003011']	[['MP:0005382'], ['MP:0005371'], ['MP:0003631'], ['MP:0005369']]
22262	SMNDC1	10285	Smndc1	MGI:1923729		MP:0001265,MP:0011091,MP:0001262		['MP:0005378']	['']	[['']]
22263	SMO	6608	Smo	MGI:108075		MP:0000288,MP:0004574,MP:0011098,MP:0000269,MP:0003984,MP:0001701,MP:0003425,MP:0011092,MP:0002084,MP:0005157,MP:0000955,MP:0000292,MP:0010506,MP:0003928,MP:0011100,MP:0001706,MP:0004190,MP:0001914,MP:0005657,MP:0013293,MP:0004949,MP:0001698,MP:0001700,MP:0003229,MP:0004837,MP:0001787,MP:0001672,MP:0006337,MP:0002060,MP:0005333,MP:0010335	HP:0001177,HP:0001177,HP:0001181,HP:0001162,HP:0002444,HP:0002436,HP:0009942,HP:0009890,HP:0100806,HP:0001274,HP:0001274,HP:0001269,HP:0001279,HP:0001250,HP:0001251,HP:0001249,HP:0001249,HP:0001263,HP:0001262,HP:0001233,HP:0002566,HP:0002566,HP:0006101,HP:0010997,HP:0007359,HP:0007340,HP:0002516,HP:0002512,HP:0000044,HP:0000054,HP:0001355,HP:0000020,HP:0001363,HP:0001342,HP:0002671,HP:0000007,HP:0002652,HP:0001317,HP:0002645,HP:0025480,HP:0000161,HP:0000175,HP:0000171,HP:0000141,HP:0032612,HP:0000110,HP:0001442,HP:0002025,HP:0002019,HP:0002017,HP:0002017,HP:0002027,HP:0002014,HP:0002089,HP:0002085,HP:0100543,HP:0011752,HP:0011750,HP:0011730,HP:0008163,HP:0003484,HP:0002119,HP:0002119,HP:0002126,HP:0003418,HP:0009602,HP:0002167,HP:0008240,HP:0008245,HP:0008237,HP:0010534,HP:0008214,HP:0008202,HP:0003577,HP:0003577,HP:0002251,HP:0002230,HP:0009733,HP:0010628,HP:0007099,HP:0007099,HP:0001053,HP:0001067,HP:0001007,HP:0002355,HP:0002354,HP:0002315,HP:0100648,HP:0007206,HP:0100661,HP:0010828,HP:0010820,HP:0010815,HP:0200008,HP:0001085,HP:0009779,HP:0030521,HP:0006824,HP:0030532,HP:0000646,HP:0000618,HP:0000612,HP:0000612,HP:0000602,HP:0012691,HP:0012658,HP:0011318,HP:0011315,HP:0011304,HP:0011304,HP:0004322,HP:0004322,HP:0004302,HP:0030680,HP:0000802,HP:0004389,HP:0100010,HP:0100009,HP:0100031,HP:0000750,HP:0012719,HP:0000712,HP:0030591,HP:0011442,HP:0000773,HP:0030766,HP:0030765,HP:0004408,HP:0003196,HP:0000870,HP:0000830,HP:0030878,HP:0045026,HP:0100267,HP:0040171,HP:0008065,HP:0008069,HP:0007715,HP:0012285,HP:0012246,HP:0000256,HP:0002827,HP:0000238,HP:0000238,HP:0000252,HP:0001531,HP:0001522,HP:0001513,HP:0005214,HP:0006520,HP:0002920,HP:0000360,HP:0000347,HP:0002983,HP:0000316,HP:0000324,HP:0000324,HP:0007924,HP:0000407,HP:0005280,HP:0011133,HP:0012450,HP:0001770,HP:0001770,HP:0012505,HP:0001841,HP:0000520,HP:0001829,HP:0001824,HP:0001830,HP:0030344,HP:0030341,HP:0000581,HP:0000588,HP:0000568,HP:0000568	['MP:0010771', 'MP:0005391', 'MP:0005378', 'MP:0005380', 'MP:0003631', 'MP:0005382', 'MP:0005376', 'MP:0005371', 'MP:0005385']	['HP:0000234', 'HP:0000079', 'HP:0003117', 'HP:0002715', 'HP:0040064', 'HP:0002664', 'HP:0011024', 'HP:0001574', 'HP:0045027', 'HP:0002014', 'HP:0001507', 'HP:0000020', 'HP:0003011', 'HP:0000078', 'HP:0002017', 'HP:0100568', 'HP:0025354', 'HP:0012531', 'HP:0001626', 'HP:0001871', 'HP:0002019', 'HP:0000598', 'HP:0000707', 'HP:0000924', 'HP:0000708', 'HP:0002086', 'HP:0000478', 'HP:0000818', 'HP:0001939']	[['MP:0005382'], ['MP:0005367'], ['MP:0005376'], ['MP:0005387'], ['MP:0005371'], ['MP:0002006'], ['MP:0005381'], ['MP:0010771'], ['MP:0005378'], ['MP:0005381'], ['MP:0005378'], ['MP:0005367'], ['MP:0005369'], ['MP:0005389'], ['MP:0005381'], ['MP:0002006'], ['MP:0005384'], ['MP:0005386'], ['MP:0005385'], ['MP:0005397'], ['MP:0005381'], ['MP:0005377'], ['MP:0003631'], ['MP:0005390'], ['MP:0005386'], ['MP:0005388'], ['MP:0005391'], ['MP:0005379'], ['MP:0005376']]
22264	SMOC1	64093	Smoc1	MGI:1929878		MP:0004358,MP:0009874,MP:0011496,MP:0004642,MP:0000564,MP:0010097,MP:0006309,MP:0011087,MP:0001262,MP:0001303,MP:0000455,MP:0001406,MP:0002764,MP:0031291,MP:0005287,MP:0002833,MP:0010772,MP:0002075,MP:0006221,MP:0000556,MP:0000443,MP:0012362,MP:0001333,MP:0011085,MP:0005430,MP:0002875,MP:0002932,MP:0003757,MP:0005201,MP:0001265,MP:0010714,MP:0000566,MP:0002765,MP:0001326,MP:0002546,MP:0006243,MP:0002606,MP:0010067,MP:0001297,MP:0010715,MP:0001698,MP:0008259,MP:0000571,MP:0000219,MP:0002792,MP:0004509,MP:0000111,MP:0000438,MP:0001732,MP:0004151,MP:0011110,MP:0001325,MP:0005016,MP:0000576,MP:0002110	HP:0001172,HP:0001162,HP:0001162,HP:0010864,HP:0001249,HP:0001263,HP:0001241,HP:0006101,HP:0001215,HP:0001215,HP:0000085,HP:0001382,HP:0000028,HP:0008897,HP:0000007,HP:0000175,HP:0000175,HP:0007598,HP:0001440,HP:0002002,HP:0002007,HP:0002007,HP:0003312,HP:0005916,HP:0002139,HP:0003577,HP:0009748,HP:0010715,HP:0008368,HP:0010650,HP:0002342,HP:0004209,HP:0000648,HP:0011304,HP:0004322,HP:0003038,HP:0003038,HP:0003042,HP:0003026,HP:0012745,HP:0012741,HP:0011478,HP:0005736,HP:0005709,HP:0003196,HP:0005867,HP:0000954,HP:0000960,HP:0100240,HP:0008081,HP:0009380,HP:0009380,HP:0011671,HP:0000278,HP:0002817,HP:0002814,HP:0002827,HP:0002827,HP:0005048,HP:0001572,HP:0000238,HP:0000218,HP:0000218,HP:0000233,HP:0001522,HP:0000204,HP:0000204,HP:0001508,HP:0001508,HP:0001510,HP:0006487,HP:0000358,HP:0000369,HP:0000368,HP:0000343,HP:0000347,HP:0002982,HP:0002982,HP:0000327,HP:0000499,HP:0005293,HP:0005280,HP:0005280,HP:0000494,HP:0000454,HP:0001770,HP:0001770,HP:0001762,HP:0001762,HP:0001849,HP:0001849,HP:0000528,HP:0001852,HP:0001852,HP:0001830,HP:0001830,HP:0000581,HP:0000581,HP:0011220,HP:0011220,HP:0000568,HP:0000568,HP:0000534	['MP:0005387', 'MP:0010771', 'MP:0005386', 'MP:0005390', 'MP:0005391', 'MP:0005378', 'MP:0005397', 'MP:0005380', 'MP:0003631', 'MP:0005382', 'MP:0005376', 'MP:0005381', 'MP:0005384', 'MP:0005371', 'MP:0005385']	['HP:0001371', 'HP:0000234', 'HP:0000598', 'HP:0000079', 'HP:0001507', 'HP:0000707', 'HP:0003011', 'HP:0000924', 'HP:0000078', 'HP:0040064', 'HP:0000478', 'HP:0001574', 'HP:0001626']	[['MP:0005390'], ['MP:0005382'], ['MP:0005377'], ['MP:0005367'], ['MP:0005378'], ['MP:0003631'], ['MP:0005369'], ['MP:0005390'], ['MP:0005389'], ['MP:0005371'], ['MP:0005391'], ['MP:0010771'], ['MP:0005385']]
22265	SMOC2	64094	Smoc2	MGI:1929881		MP:0003795,MP:0005633,MP:0001566,MP:0000441,MP:0003760,MP:0010124,MP:0005166,MP:0011862,MP:0001510,MP:0001258,MP:0000063	HP:0000007,HP:0006350,HP:0006336,HP:0006297,HP:0000679,HP:0000677,HP:0000691,HP:0000700	['MP:0005382', 'MP:0005376', 'MP:0005381', 'MP:0010771', 'MP:0005390', 'MP:0005378']	['HP:0000234', 'HP:0000924', 'HP:3000050']	[['MP:0005382'], ['MP:0005390'], ['MP:0005382']]
22266	SMOX	54498	Smox	MGI:2445356		MP:0002169		[]	['']	[['']]
22267	SMPD1	6609	Smpd1	MGI:98325		MP:0009937,MP:0000745,MP:0002412,MP:0012507,MP:0000599,MP:0002083,MP:0001262,MP:0005578,MP:0003360,MP:0006362,MP:0014185,MP:0000774,MP:0002183,MP:0000716,MP:0001405,MP:0002118,MP:0001505,MP:0001954,MP:0002675,MP:0012232,MP:0002270,MP:0003666,MP:0001393,MP:0000691,MP:0001648,MP:0001556,MP:0008872,MP:0000820,MP:0031058,MP:0004778,MP:0000788,MP:0002462,MP:0000876,MP:0005202	HP:0001103,HP:0007302,HP:0001268,HP:0001252,HP:0001251,HP:0001249,HP:0001249,HP:0001265,HP:0001263,HP:0001257,HP:0002540,HP:0001399,HP:0001394,HP:0008872,HP:0001328,HP:0001324,HP:0000007,HP:0000007,HP:0001317,HP:0002756,HP:0001410,HP:0002750,HP:0002716,HP:0002725,HP:0002019,HP:0002013,HP:0002094,HP:0002063,HP:0002155,HP:0002155,HP:0002121,HP:0002188,HP:0002186,HP:0002194,HP:0003596,HP:0003593,HP:0002240,HP:0002240,HP:0002240,HP:0004887,HP:0002207,HP:0002207,HP:0002205,HP:0002205,HP:0010729,HP:0010729,HP:0007018,HP:0004836,HP:0002376,HP:0009830,HP:0001081,HP:0002305,HP:0003609,HP:0003609,HP:0003621,HP:0001971,HP:0000639,HP:0001982,HP:0001982,HP:0001973,HP:0001935,HP:0001903,HP:0004322,HP:0004322,HP:0004322,HP:0031956,HP:0004333,HP:0004333,HP:0031964,HP:0003077,HP:0000737,HP:0000716,HP:0000708,HP:0000707,HP:0011463,HP:0011462,HP:0003119,HP:0003141,HP:0003141,HP:0000823,HP:0003233,HP:0003233,HP:0003202,HP:0045051,HP:0034300,HP:0000991,HP:0000939,HP:0000939,HP:0000938,HP:0000256,HP:0002829,HP:0002896,HP:0001541,HP:0001538,HP:0001508,HP:0006579,HP:0006530,HP:0006530,HP:0006515,HP:0006520,HP:0001677,HP:0001654,HP:0012415,HP:0001744,HP:0001744,HP:0001744,HP:0030353,HP:0001892,HP:0001873,HP:0001873	['MP:0005388', 'MP:0005387', 'MP:0005386', 'MP:0005389', 'MP:0005397', 'MP:0003631', 'MP:0005376', 'MP:0005384', 'MP:0005370', 'MP:0005378']	['HP:0000234', 'HP:0011968', 'HP:0001507', 'HP:0003117', 'HP:0004377', 'HP:0003011', 'HP:0002715', 'HP:0002017', 'HP:0012531', 'HP:0001626', 'HP:0002664', 'HP:0001871', 'HP:0002019', 'HP:0000707', 'HP:0011024', 'HP:0000924', 'HP:0003270', 'HP:0000708', 'HP:0000478', 'HP:0002086', 'HP:0001392', 'HP:0003271', 'HP:0000818', 'HP:0001438', 'HP:0001743', 'HP:0001574', 'HP:0001541', 'HP:0001939']	[['MP:0005382'], ['MP:0005386'], ['MP:0005378'], ['MP:0005376'], ['MP:0002006'], ['MP:0005369'], ['MP:0005387'], ['MP:0005381'], ['MP:0005386'], ['MP:0005385'], ['MP:0002006'], ['MP:0005397'], ['MP:0005381'], ['MP:0003631'], ['MP:0005381'], ['MP:0005390'], ['MP:0005378'], ['MP:0005386'], ['MP:0005391'], ['MP:0005388'], ['MP:0005370'], ['MP:0005378'], ['MP:0005379'], ['MP:0005378'], ['MP:0005397', 'MP:0005387'], ['MP:0010771'], ['MP:0005376'], ['MP:0005376']]
22268	SMPD2	6610	Smpd2	MGI:1278330		MP:0002169		[]	['']	[['']]
22269	SMPD3	55512	Smpd3	MGI:1927578		MP:0005471,MP:0001183,MP:0004358,MP:0004189,MP:0000164,MP:0005298,MP:0010869,MP:0003582,MP:0000558,MP:0008277,MP:0002896,MP:0000149,MP:0000063,MP:0002187,MP:0011121,MP:0006395,MP:0004701,MP:0013340,MP:0002109,MP:0004163,MP:0001255,MP:0002115,MP:0004507,MP:0030542,MP:0001547,MP:0001258,MP:0001954,MP:0014162,MP:0001265,MP:0004361,MP:0011086,MP:0001958,MP:0000150,MP:0004351,MP:0002904,MP:0003409,MP:0002270,MP:0010895,MP:0000559,MP:0001575,MP:0008271,MP:0004686,MP:0004201,MP:0004359,MP:0000133,MP:0004374,MP:0005473,MP:0030856,MP:0002427,MP:0001156,MP:0003830,MP:0004506,MP:0004986,MP:0004675,MP:0004373,MP:0003109,MP:0005296,MP:0006322,MP:0000060,MP:0001921,MP:0004672,MP:0008335,MP:0008338,MP:0010971,MP:0008770,MP:0001938,MP:0008341,MP:0003408,MP:0003723,MP:0008329		['MP:0005388', 'MP:0005379', 'MP:0005390', 'MP:0005389', 'MP:0005382', 'MP:0003631', 'MP:0005376', 'MP:0005371', 'MP:0005378']	['']	[['']]
22270	SMPD4	55627	Smpd4	MGI:1924876		MP:0002169,MP:0001925,MP:0011110,MP:0011513,MP:0002092,MP:0003586	HP:0001181,HP:0009879,HP:0001276,HP:0001250,HP:0001252,HP:0001263,HP:0002553,HP:0000007,HP:0001321,HP:0002643,HP:0000193,HP:0002002,HP:0003429,HP:0011913,HP:0003561,HP:0002365,HP:0010804,HP:0000601,HP:0012745,HP:0100336,HP:0000819,HP:0000954,HP:0000286,HP:0000294,HP:0002804,HP:0000253,HP:0000252,HP:0000219,HP:0000233,HP:0001522,HP:0001511,HP:0000358,HP:0000341,HP:0000340,HP:0000319,HP:0000322,HP:0001622,HP:0000303,HP:0006610,HP:0005280,HP:0000494,HP:0000470,HP:0000414,HP:0000411,HP:0001838	['MP:0005391', 'MP:0005389', 'MP:0005385', 'MP:0005367']	['HP:0000234', 'HP:0001371', 'HP:0000598', 'HP:0001507', 'HP:0000707', 'HP:0003011', 'HP:0000924', 'HP:0002086', 'HP:0040064', 'HP:0000478', 'HP:0001622', 'HP:0000464', 'HP:0000818', 'HP:0001574', 'HP:0000769', 'HP:0001939']	[['MP:0005382'], ['MP:0005390'], ['MP:0005377'], ['MP:0005378'], ['MP:0003631'], ['MP:0005369'], ['MP:0005390'], ['MP:0005388'], ['MP:0005371'], ['MP:0005391'], ['MP:0005389'], ['MP:0005378'], ['MP:0005379'], ['MP:0010771'], ['MP:0010771'], ['MP:0005376']]
22271	SMPD5	392275	Smpd5	MGI:3709877				['']	['']	[['']]
22272	SMPDL3A	10924	Smpdl3a	MGI:1931437		MP:0010506,MP:0002060		['MP:0010771', 'MP:0005385']	['']	[['']]
22273	SMPDL3B	27293	Smpdl3b	MGI:1916022		MP:0001402,MP:0000219,MP:0008596,MP:0002446,MP:0008647,MP:0010209,MP:0008553,MP:0008722,MP:0008735		['MP:0005376', 'MP:0005387', 'MP:0005386', 'MP:0005397']	['']	[['']]
22274	SMPX	23676	Smpx	MGI:1913356		MP:0004749,MP:0011967,MP:0004404,MP:0002169,MP:0004597,MP:0004399,MP:0004736,MP:0004521	HP:0003805,HP:0008994,HP:0008997,HP:0008959,HP:0001423,HP:0001419,HP:0002747,HP:0003596,HP:0003557,HP:0003691,HP:0003687,HP:0009053,HP:0011463,HP:0011462,HP:0100303,HP:0005101,HP:0031318,HP:0000365,HP:0001638,HP:0000407,HP:0000518,HP:0012548	['MP:0003631', 'MP:0005377']	['HP:0002086', 'HP:0040064', 'HP:0001626', 'HP:0000478', 'HP:0000598', 'HP:0003011', 'HP:0000924']	[['MP:0005388'], ['MP:0005371'], ['MP:0005385'], ['MP:0005391'], ['MP:0005377'], ['MP:0005369'], ['MP:0005390']]
22275	SMR3A	26952	Smr3a	MGI:102763				['']	['']	[['']]
22276	SMR3B	10879	Smr2	MGI:102762				['']	['']	[['']]
22277	SMR3B	10879	Smr2l	MGI:3646267				['']	['']	[['']]
