	gene_human	entrez_id_human	gene_mouse	MGI	MPO_lower	HPO_lower	clusters_m	clusters_h	n_clusters_m	n_clusters_h
14129	SRSF4	6429	Srsf4	MGI:1890577	MP:0004485,MP:0010634,MP:0010508,MP:0011925,MP:0010571,MP:0002625,MP:0011928,MP:0001544,MP:0003233,MP:0002075,MP:0002833,MP:0003915,MP:0021157,MP:0011110,MP:0011390,MP:0005553,MP:0000274,MP:0004564,MP:0002626		445,2036,1594,1822,5188,25,2491,415,2759,4223,3222,387,6104,3610,3641,1961,3465,463,2491		18	
14130	SRSF5	6430	Srsf5	MGI:98287	MP:0001697,MP:0003920,MP:0011395,MP:0010556,MP:0009703,MP:0000692,MP:0010519,MP:0003717,MP:0011085,MP:0001399,MP:0003921,MP:0003822,MP:0003233,MP:0021158,MP:0004067,MP:0009546,MP:0010394,MP:0010819,MP:0005140,MP:0003896,MP:0011110,MP:0010499,MP:0011088,MP:0005333		1509,5159,5493,4955,1190,2010,987,1297,3190,3358,1363,6825,2759,6824,5775,1163,4321,28,1477,3733,3610,3176,843,1305		24	
14131	SRSF6	6431	Srsf6	MGI:1915246	MP:0011110,MP:0001697		3610,1509		2	
14132	SRSF7	6432	Srsf7	MGI:1926232	MP:0001262,MP:0008489,MP:0011100		828,2502,3158		3	
14133	SRSF8	10929	Srsf8	MGI:3045300						
14134	SRSF9	8683	Srsf9	MGI:104896	MP:0003179,MP:0002574		1073,1454		2	
14135	SRXN1	140809	Srxn1	MGI:104971	MP:0009078,MP:0008735,MP:0001739,MP:0002941,MP:0001748,MP:0005343,MP:0009766,MP:0005345		6266,1327,2182,940,1333,636,2249,4351		8	
14136	SRY	6736	Sry	MGI:98660	MP:0004852,MP:0001925,MP:0002212,MP:0002211,MP:0011129,MP:0011109,MP:0002996,MP:0008898,MP:0005652,MP:0005180,MP:0002995,MP:0001147,MP:0001939,MP:0001131,MP:0009017,MP:0009205,MP:0001926,MP:0002213,MP:0003830	HP:0000130,HP:0008689,HP:0002650,HP:0000218,HP:0000939,HP:0012887,HP:0000055,HP:0008214,HP:0000045,HP:0000058,HP:0002164,HP:0000046,HP:0008187,HP:0012870,HP:0008715,HP:0000030,HP:0000868,HP:0000140,HP:0000037,HP:0002215,HP:0000729,HP:0001087,HP:0011969,HP:0000368,HP:0000286,HP:0000821,HP:0010044,HP:0000008,HP:0100779,HP:0040171,HP:0000133,HP:0000347,HP:0000465,HP:0006610,HP:0000085,HP:0008968,HP:0001256,HP:0000032,HP:0000022,HP:0000808,HP:0000767,HP:0012244,HP:0000505,HP:0008726,HP:0012861,HP:0000054,HP:0000823,HP:0000098,HP:0004322,HP:0000041,HP:0012741,HP:0000149,HP:0000077,HP:0000047,HP:0000033,HP:0001647,HP:0001822,HP:0010464,HP:0010459,HP:0000026,HP:0000027,HP:0000813,HP:0000144,HP:0000100,HP:0000837,HP:0000150,HP:0012856,HP:0002667,HP:0002225,HP:0000812,HP:0000048,HP:0008193,HP:0008723,HP:0000365,HP:0000039,HP:0008736,HP:0000062,HP:0000147,HP:0000639,HP:0008665,HP:0003251,HP:0012245,HP:0002750,HP:0000044,HP:0002442,HP:0000771,HP:0000028,HP:0000846,HP:0001657,HP:0000061,HP:0010743,HP:0002967,HP:0001513,HP:0001649,HP:0000786,HP:0000815,HP:0008730,HP:0000142,HP:0000403,HP:0030079,HP:0030680,HP:0001680,HP:0002162,HP:0008734,HP:0008232	2659,3243,6887,226,1302,1178,317,6898,2678,4078,317,2774,2102,3185,6345,5410,1495,226,478	1159,3435,595,4125,1876,5385,3743,1986,2228,4109,2555,577,2044,3155,5017,4109,2188,672,2358,2611,163,2172,2744,534,3206,2706,2690,41,3458,4756,3621,2000,2089,232,2725,3551,264,3502,2464,3613,1099,2744,5235,4803,1969,3397,4218,539,76,4995,4222,1748,1702,5526,1100,2210,5348,2716,2358,979,2617,2512,2882,1748,3639,4798,4883,3155,4109,2391,200,3724,3639,174,1127,3085,3933,1520,3119,3328,676,4084,3249,1021,1153,2714,1396,907,2396,1955,4172,1877,2633,284,3974,2464,2714,2923,1855,3801,2391,5473,1864,3684,4032	17	95
14137	SS18	6760	Ss18	MGI:107708	MP:0000929,MP:0001716,MP:0008803,MP:0001614,MP:0005559,MP:0001574,MP:0001730,MP:0003984,MP:0003400,MP:0001711,MP:0011100,MP:0011089,MP:0001488,MP:0001914,MP:0001701,MP:0001712,MP:0002824,MP:0011110,MP:0002086,MP:0003231,MP:0004560,MP:0000274,MP:0011092		2607,3171,3454,2285,957,4128,882,1890,55,2499,3158,639,3449,3491,469,6781,6950,3610,1354,1438,2982,3465,884		23	
14138	SS18L1	26039	Ss18l1	MGI:2444061	MP:0000852,MP:0000841,MP:0001405,MP:0000788,MP:0001924,MP:0008267,MP:0001265,MP:0020448,MP:0011089,MP:0000783,MP:0002083,MP:0001052,MP:0001392		3389,1824,5542,571,5079,5349,3130,3278,639,597,3221,3563,934		13	
14139	SS18L2	51188	Ss18l2	MGI:1349474						
14140	SSB	6741	Ssb	MGI:98423	MP:0004953,MP:0012138,MP:0006254,MP:0011096,MP:0001802,MP:0002229,MP:0000788,MP:0000692,MP:0001805,MP:0004965,MP:0002882,MP:0010014,MP:0005033,MP:0002175,MP:0011092,MP:0000784,MP:0005017,MP:0001806		728,4934,1946,1428,2539,1879,571,2010,199,3069,1216,2037,336,3335,884,378,2213,1599		18	
14141	SSBP1	6742	Ssbp1	MGI:1920040	MP:0011100	HP:0007663,HP:0007843,HP:0000512,HP:0000648	3158	2373,3139,772,2221	1	4
14142	SSBP2	23635	Ssbp2	MGI:1914220	MP:0012431,MP:0003132,MP:0002038,MP:0010138,MP:0001577,MP:0009312,MP:0002024,MP:0001258,MP:0002932,MP:0002048,MP:0004931,MP:0004207,MP:0001399,MP:0002135,MP:0002032,MP:0002083,MP:0003402,MP:0002092,MP:0001488,MP:0006243,MP:0001823,MP:0002833,MP:0010053,MP:0002631,MP:0005152,MP:0003960,MP:0011090,MP:0002018,MP:0005016,MP:0002023,MP:0000274,MP:0002175,MP:0010025,MP:0000266,MP:0010383		385,6076,870,3031,793,3335,769,4150,2424,3634,6165,1745,3358,341,1278,3221,4531,1508,3449,5183,792,3222,1768,535,2130,3372,5114,312,2269,1748,3465,3335,2276,184,6854		34	
14143	SSBP3	23648	Ssbp3	MGI:1919725	MP:0000913,MP:0003232,MP:0012283,MP:0001672,MP:0003864,MP:0000592,MP:0001688,MP:0012517,MP:0011259,MP:0011108,MP:0012089,MP:0011109,MP:0012136,MP:0000433,MP:0000153,MP:0000934,MP:0012087,MP:0008146,MP:0030324,MP:0001691,MP:0003984,MP:0000438,MP:0003400,MP:0005508,MP:0000352,MP:0000157,MP:0004180,MP:0001698,MP:0011732,MP:0002088,MP:0005657,MP:0004096,MP:0000154,MP:0006042,MP:0012176,MP:0011091,MP:0004388,MP:0000141		1591,2604,3239,1183,1207,3929,820,1754,6367,6509,5481,1178,5232,4340,427,1130,1684,6790,5844,295,1890,1843,55,2647,1968,2749,579,852,1232,3668,3395,100,1079,1831,149,376,6485,5106		38	
14144	SSBP4	170463	Ssbp4	MGI:1924150						
14145	SSC4D	136853	Ssc4d	MGI:1924709	MP:0009142		1169		1	
14146	SSC5D	284297	Ssc5d	MGI:3606211	MP:0002599		1706		1	
14147	SSH1	54434	Ssh1	MGI:2686240	MP:0010053,MP:0002833		1768,3222		2	
14148	SSH2	85464	Ssh2	MGI:2679255	MP:0001925,MP:0005635,MP:0010123,MP:0010025,MP:0000218,MP:0003960,MP:0003233		3243,2747,3515,2276,650,3372,2759		7	
14149	SSH3	54961	Ssh3	MGI:2683546						
14150	SSMEM1	136263	Ssmem1	MGI:1922897	MP:0001932,MP:0004852,MP:0001925,MP:0001147,MP:0002675,MP:0002686,MP:0009230		2367,2659,3243,2774,81,961,1463		7	
14151	SSNA1	8636	Ssna1	MGI:1915725						
14152	SSPN	8082	Sspn	MGI:1353511	MP:0002279,MP:0005165,MP:0000218,MP:0009419,MP:0004819,MP:0010227,MP:0004121,MP:0001303,MP:0002608,MP:0002083,MP:0000160,MP:0001262,MP:0002106,MP:0009417,MP:0010225,MP:0009409,MP:0009404,MP:0031318,MP:0010226,MP:0000751		2418,3445,650,5462,2075,5078,842,1738,1519,3221,3329,828,1610,496,5243,1992,1357,4094,2855,1284		20	
14153	SSPOP	23145	Sspo	MGI:2674311	MP:0002092,MP:0004703,MP:0013908,MP:0013909,MP:0000157,MP:0001120		1508,2476,3396,3396,2749,1346		5	
14154	SSR1	6745	Ssr1	MGI:105082	MP:0000601,MP:0000691,MP:0000281,MP:0001785,MP:0011087,MP:0005294,MP:0001614,MP:0001304,MP:0002989,MP:0001289,MP:0001148,MP:0010645,MP:0002135,MP:0002746,MP:0002060,MP:0008825,MP:0010651,MP:0002633,MP:0003984,MP:0001711,MP:0002753,MP:0011100,MP:0002699,MP:0001146,MP:0000267,MP:0010454,MP:0002754,MP:0001297,MP:0003231,MP:0000598,MP:0004258,MP:0004200,MP:0000274,MP:0000689,MP:0000284		3423,5442,2993,2389,5425,811,2285,1230,6,1643,3885,2186,341,2186,2028,1264,3423,588,1890,2499,614,3158,2672,2470,1994,4750,4409,1049,1438,1856,6848,2809,3465,1499,2980		33	
14155	SSR2	6746	Ssr2	MGI:1913506	MP:0002279,MP:0000161,MP:0009770,MP:0000703,MP:0000602,MP:0010589,MP:0004269,MP:0004057,MP:0004613,MP:0013876,MP:0013877,MP:0004463,MP:0003827,MP:0003686,MP:0013969,MP:0005244,MP:0013967,MP:0013815,MP:0008803,MP:0014021,MP:0001015,MP:0001330,MP:0001916,MP:0013973,MP:0000783,MP:0013875,MP:0000282,MP:0002633,MP:0004201,MP:0011100,MP:0010490,MP:0013836,MP:0010418,MP:0000825,MP:0010420,MP:0009913,MP:0010592,MP:0013848,MP:0004268,MP:0010602,MP:0011659,MP:0008536,MP:0000284		2418,1243,3324,2846,2500,4716,1665,832,2766,1373,1336,4018,4405,2369,2952,4335,7008,2952,3454,2153,382,1268,2458,4028,597,6895,82,588,3503,3158,6911,3504,288,21,1275,635,4010,2493,1158,1821,1592,1121,2980		42	
14156	SSR3	6747	Ssr3	MGI:1914687	MP:0008803,MP:0009658,MP:0011521,MP:0003231,MP:0004201,MP:0001711,MP:0004259,MP:0004921,MP:0010038,MP:0002270,MP:0009431,MP:0011087		3454,3536,6712,1438,3503,2499,4061,514,6396,2932,363,5425		12	
14157	SSR4	6748	Ssr4	MGI:1099464		HP:0001249,HP:0011339,HP:0000047,HP:0000154,HP:0001999,HP:0002650,HP:0003642,HP:0000347,HP:0002098,HP:0002518,HP:0000085,HP:0000490,HP:0001290,HP:0001643,HP:0001263,HP:0000924,HP:0001373,HP:0001252,HP:0002020,HP:0000252,HP:0002079,HP:0001508,HP:0030084,HP:0011968,HP:0001331,HP:0000687,HP:0011024,HP:0001928,HP:0003256,HP:0001626,HP:0001250,HP:0000400,HP:0000486,HP:0002013		544,3484,5526,3637,818,595,3739,2000,533,1942,2725,3286,5483,189,3622,2336,3254,2755,4589,847,1529,1900,1697,2933,795,3420,2274,1273,353,3891,3492,3075,1064,378		34
14158	SSRP1	6749	Ssrp1	MGI:107912	MP:0004965,MP:0011096		3069,1428		2	
14159	SST	6750	Sst	MGI:98326	MP:0005121,MP:0001409,MP:0002965,MP:0014114,MP:0003892,MP:0002966,MP:0003961,MP:0008810,MP:0001399,MP:0008002,MP:0002083,MP:0005136,MP:0005123,MP:0004139,MP:0010124,MP:0010778,MP:0002804,MP:0001745,MP:0002064,MP:0009436,MP:0003883,MP:0011612,MP:0003212,MP:0009456,MP:0003997,MP:0005116,MP:0002079,MP:0002912,MP:0004731,MP:0010024,MP:0002272,MP:0002911		2781,2137,4717,6156,2313,3747,4448,3405,3358,731,3221,3965,5414,201,1924,4372,2692,1807,2985,578,348,3568,731,1607,3054,4372,939,190,201,2062,43,3969		29	
14160	SSTR1	6751	Sstr1	MGI:98327	MP:0004994,MP:0006072,MP:0001556,MP:0005178,MP:0006074,MP:0004495,MP:0020421,MP:0005551,MP:0001402		906,550,3300,2234,509,6522,4822,4567,1024		9	
14161	SSTR2	6752	Sstr2	MGI:98328	MP:0001405,MP:0001200,MP:0009084,MP:0001363,MP:0000691,MP:0000692,MP:0004924,MP:0001748,MP:0002135,MP:0002060,MP:0001402,MP:0004994,MP:0002092,MP:0006074,MP:0003038,MP:0001417,MP:0005643,MP:0000274,MP:0004494,MP:0000689,MP:0000266,MP:0002757		5542,577,5856,1298,5442,2010,2437,1333,341,2028,1024,906,1508,509,1736,3197,5613,3465,4364,1499,184,3402		22	
14162	SSTR3	6753	Sstr3	MGI:98329						
14163	SSTR4	6754	Sstr4	MGI:105372	MP:0005617,MP:0001952,MP:0002441,MP:0008657,MP:0003828,MP:0008560,MP:0005407,MP:0001785,MP:0002463,MP:0008566,MP:0010053		6163,6849,5205,789,1673,3532,3781,2389,3517,2266,1768		11	
14164	SSTR5	6755	Sstr5	MGI:894282	MP:0003058,MP:0005559,MP:0003839,MP:0003564,MP:0005669,MP:0001262,MP:0002727,MP:0002079,MP:0005560,MP:0003059,MP:0005292,MP:0003339,MP:0005293,MP:0009181,MP:0001489,MP:0002891,MP:0002712,MP:0005216		6690,957,6864,5863,1901,828,3452,939,5589,1352,949,688,3334,6951,2162,3254,2245,5123		18	
14165	SSU72	29101	Ssu72	MGI:1916241	MP:0020427,MP:0000607,MP:0005343,MP:0001860,MP:0002941,MP:0000598,MP:0011100,MP:0002628,MP:0008873,MP:0000596,MP:0001654,MP:0003333,MP:0003893,MP:0008990,MP:0003887,MP:0002981,MP:0020870		5044,2365,636,1319,940,1856,3158,5064,1255,2975,1865,723,5432,4400,71,1780,2362		17	
14166	SSUH2	51066	Ssu2	MGI:2443733	MP:0030455,MP:0030459,MP:0002100,MP:0030543,MP:0030451,MP:0002819,MP:0002818,MP:0013250		737,6599,5421,737,737,431,1245,1245		5	
14167	SSX2IP	117178	Ssx2ip	MGI:2139150	MP:0010053		1768		1	
14168	ST14	6768	St14	MGI:1338881	MP:0001190,MP:0001697,MP:0008882,MP:0002656,MP:0000603,MP:0011108,MP:0001216,MP:0001665,MP:0000479,MP:0005150,MP:0000379,MP:0003984,MP:0005092,MP:0001265,MP:0001711,MP:0001722,MP:0003725,MP:0002151,MP:0030570,MP:0000377,MP:0005650,MP:0013294,MP:0001240,MP:0001211,MP:0008880,MP:0003717,MP:0008883,MP:0001239,MP:0011100,MP:0002816,MP:0010169,MP:0003009,MP:0005310,MP:0000489,MP:0010850,MP:0010844,MP:0008722,MP:0001874,MP:0000914,MP:0001284,MP:0001218,MP:0001219,MP:0004794,MP:0008079,MP:0001429,MP:0009931,MP:0011087,MP:0008879,MP:0010168,MP:0009596,MP:0000443,MP:0004848,MP:0011085,MP:0009541,MP:0010234,MP:0009546,MP:0000382,MP:0003288,MP:0003756,MP:0001242,MP:0000414,MP:0009595,MP:0003054,MP:0003809,MP:0000507,MP:0020220,MP:0000495,MP:0000764,MP:0009597,MP:0011105,MP:0011098,MP:0001258,MP:0001192,MP:0011099,MP:0001716,MP:0004974,MP:0001263,MP:0008075,MP:0002083,MP:0000623,MP:0003051,MP:0002796,MP:0003853,MP:0002092,MP:0001262,MP:0002731,MP:0001196,MP:0009932,MP:0003743,MP:0003403,MP:0004258,MP:0004842,MP:0030605	HP:0002231,HP:0000498,HP:0008064,HP:0000962,HP:0000989,HP:0002299,HP:0007431,HP:0045075,HP:0002212,HP:0001597,HP:0000966,HP:0007957,HP:0007665,HP:0000613,HP:0011082,HP:0003777,HP:0008070,HP:0000653	921,1509,3170,4357,2805,6509,430,51,956,2979,2764,1890,4520,3130,2499,3169,1862,2380,2155,1300,1208,783,1808,4719,653,1297,1382,2661,3158,998,4208,2371,3393,3656,261,6515,734,905,2863,1867,1570,2114,1287,2203,1539,3968,5425,649,5195,6836,720,72,3190,1634,568,1163,4164,2511,4031,2155,472,2511,2016,3173,5023,4331,2697,5535,6179,6773,2117,4150,3251,1241,3171,4536,2108,1772,3221,658,2977,1759,8,1508,828,1677,1168,5713,1280,6279,6848,4058,6435	1798,3165,51,2505,5504,4940,1288,4246,531,1735,1329,4159,3096,949,325,325,910,229	91	17
14169	ST18	9705	St18	MGI:2446700	MP:0000183,MP:0001846,MP:0010097,MP:0010180,MP:0005419,MP:0001262,MP:0009763,MP:0008489,MP:0010101,MP:0005036,MP:0002942,MP:0010025,MP:0003070,MP:0008641,MP:0003345,MP:0005632		181,1692,2359,1008,2053,828,976,2502,5371,777,1003,2276,3906,1035,1590,1003		15	
14170	ST3GAL1	6482	St3gal1	MGI:98304	MP:0008079		2203		1	
14171	ST3GAL2	6483	St3gal2	MGI:99427	MP:0005095,MP:0005606,MP:0008483,MP:0005015		1719,1505,4838,1493		4	
14172	ST3GAL3	6487	St3gal3	MGI:1316659		HP:0001249,HP:0002266,HP:0002540,HP:0200134,HP:0000817,HP:0011121,HP:0000737,HP:0032792,HP:0032794,HP:0002069,HP:0002521,HP:0011344,HP:0002187,HP:0001252,HP:0002376,HP:0011097,HP:0002476,HP:0012469,HP:0010819,HP:0000707,HP:0001336		544,2199,2232,2616,2368,1827,1630,715,1433,2934,5276,3280,4928,2755,4188,1328,2664,4807,2588,1198,3277		21
14173	ST3GAL4	6484	St3gal4	MGI:1316743	MP:0008719,MP:0001363,MP:0000218,MP:0001501,MP:0005606,MP:0003063,MP:0005464,MP:0003459,MP:0005136,MP:0000219,MP:0020332,MP:0005025,MP:0003627,MP:0002551,MP:0003156,MP:0005016,MP:0002599,MP:0002806,MP:0002573,MP:0003179,MP:0008831,MP:0001500,MP:0012286		3348,1298,650,5658,1505,1622,1758,5643,3965,887,6839,2791,1896,464,1896,2269,1706,6341,5726,1073,4079,2528,5658		21	
14174	ST3GAL5	8869	St3gal5	MGI:1339963	MP:0000774,MP:0002078,MP:0002118,MP:0010047,MP:0003354,MP:0005404,MP:0014114,MP:0000953,MP:0001399,MP:0010698,MP:0002891,MP:0002083,MP:0001364,MP:0010734,MP:0008025,MP:0010735,MP:0002229,MP:0005292,MP:0000745,MP:0008027,MP:0009978,MP:0005277,MP:0009434,MP:0012231,MP:0009765,MP:0014178,MP:0001393,MP:0004494,MP:0000189,MP:0005405,MP:0020194	HP:0008872,HP:0002395,HP:0100704,HP:0002283,HP:0000648,HP:0000572,HP:0000737,HP:0002069,HP:0001263,HP:0000252,HP:0001252,HP:0001508,HP:0001034,HP:0010841,HP:0001344,HP:0001266,HP:0002376,HP:0002133,HP:0000365,HP:0012391,HP:0002013,HP:0006834,HP:0001336	6303,3156,1953,2386,2248,1814,6156,2164,3358,1313,3254,3221,3153,1054,5502,1054,1879,949,3283,2227,3392,3152,3557,1952,1313,3480,3307,4364,3386,1210,2227	2189,2022,4952,1107,2221,3859,1630,2934,3622,847,2755,1900,2298,2879,4554,1604,4188,101,174,4600,378,4188,3277	28	22
14175	ST3GAL6	10402	St3gal6	MGI:1888707	MP:0005016,MP:0000219,MP:0020332,MP:0008719,MP:0002599,MP:0003179,MP:0000218,MP:0003156		2269,887,6839,3348,1706,1073,650,1896		8	
14176	ST6GAL1	6480	St6gal1	MGI:108470	MP:0002412,MP:0003303,MP:0008182,MP:0000219,MP:0002376,MP:0001601,MP:0002463,MP:0008190		2937,3872,3280,887,1537,2083,3517,1265		8	
14177	ST6GAL2	84620	St6gal2	MGI:2445190	MP:0009455,MP:0004357		6429,564		2	
14178	ST6GALNAC1	55808	St6galnac1	MGI:1341826	MP:0000495,MP:0000489,MP:0014030,MP:0013298,MP:0014219		2697,3656,2954,5909,2954		4	
14179	ST6GALNAC2	10610	St6galnac2	MGI:107553	MP:0005554,MP:0003132,MP:0001262,MP:0002941,MP:0005154,MP:0000245,MP:0008483,MP:0001807		764,6076,828,940,2206,2452,4838,2712		8	
14180	ST6GALNAC3	256435	St6galnac3	MGI:1341828	MP:0001304,MP:0031051,MP:0010053		1230,4121,1768		3	
14181	ST6GALNAC4	27090	St6galnac4	MGI:1341894	MP:0031051		4121		1	
14182	ST6GALNAC5	81849	St6galnac5	MGI:1349471						
14183	ST6GALNAC6	30815	St6galnac6	MGI:1355316						
14184	ST7	7982	St7	MGI:1927450	MP:0001399,MP:0002591		3358,2081		2	
14185	ST7L	54879	St7l	MGI:2386964						
14186	ST8SIA1	6489	St8sia1	MGI:106011	MP:0001496,MP:0003997,MP:0001951,MP:0005348,MP:0001925,MP:0001156,MP:0004858,MP:0008079,MP:0002064,MP:0002083		7055,3054,1597,1242,3243,2945,4896,2203,2985,3221		10	
14187	ST8SIA2	8128	St8sia2	MGI:106020	MP:0009937,MP:0003203,MP:0012468,MP:0010012,MP:0001469,MP:0003240,MP:0000788,MP:0000780,MP:0000807,MP:0011085,MP:0002182,MP:0004275,MP:0002066,MP:0001415,MP:0000952,MP:0001265,MP:0004101,MP:0000830,MP:0002761,MP:0000825,MP:0002799,MP:0000852,MP:0006009,MP:0006254,MP:0001454,MP:0009969,MP:0004279,MP:0002741,MP:0000823,MP:0002152,MP:0009974		1408,4961,3015,15,3311,22,571,3806,942,3190,2691,15,1733,3052,1693,3130,1720,1475,1682,21,3902,3389,3236,1946,4169,6041,817,163,1127,3746,4456		30	
14188	ST8SIA3	51046	St8sia3	MGI:106019	MP:0001392,MP:0013246		934,5165		2	
14189	ST8SIA4	7903	St8sia4	MGI:106018	MP:0009937,MP:0003203,MP:0012468,MP:0001473,MP:0010012,MP:0003240,MP:0000788,MP:0000780,MP:0011085,MP:0009974,MP:0002182,MP:0004275,MP:0002066,MP:0000952,MP:0001265,MP:0004101,MP:0000830,MP:0000825,MP:0000852,MP:0006009,MP:0006254,MP:0009969,MP:0004279,MP:0002741,MP:0000823,MP:0002152,MP:0001475		1408,4961,3015,3413,15,22,571,3806,3190,4456,2691,15,1733,1693,3130,1720,1475,21,3389,3236,1946,6041,817,163,1127,3746,1593		26	
14190	ST8SIA5	29906	St8sia5	MGI:109243						
14191	ST8SIA6	338596	St8sia6	MGI:2386797	MP:0000689,MP:0001304,MP:0000691,MP:0002699		1499,1230,5442,2672		4	
14192	STAB1	23166	Stab1	MGI:2178742	MP:0011009,MP:0011377,MP:0002136,MP:0003333,MP:0002871,MP:0002795,MP:0010018,MP:0011294,MP:0006138,MP:0002083,MP:0000609		3085,5268,602,723,286,1338,218,4368,629,3221,1803		11	
14193	STAB2	55576	Stab2	MGI:2178743	MP:0011009,MP:0011377,MP:0010080,MP:0002136,MP:0003333,MP:0002871,MP:0002795,MP:0010018,MP:0011294,MP:0020341,MP:0002083,MP:0001273,MP:0006138,MP:0000609		3085,5268,3189,602,723,286,1338,218,4368,6153,3221,1010,629,1803		14	
14194	STAC	6769	Stac	MGI:1201400	MP:0001392		934		1	
14195	STAC2	342667	Stac2	MGI:2144518						
14196	STAC3	246329	Stac3	MGI:3606571	MP:0004145,MP:0002279,MP:0000150,MP:0000753,MP:0009401,MP:0009431,MP:0000761,MP:0011087,MP:0012055,MP:0004819,MP:0009406,MP:0001491,MP:0004090,MP:0002089,MP:0001404,MP:0004136,MP:0001506,MP:0002841,MP:0000160,MP:0004353,MP:0006432,MP:0004263,MP:0000759,MP:0004835,MP:0003084,MP:0000157,MP:0004231,MP:0004091,MP:0004627,MP:0010819,MP:0001504,MP:0005039,MP:0004174,MP:0009404,MP:0002113,MP:0001053,MP:0005162,MP:0004246	HP:0001371,HP:0000248,HP:0012745,HP:0008458,HP:0001249,HP:0012084,HP:0001284,HP:0000193,HP:0002058,HP:0010674,HP:0002804,HP:0000028,HP:0000508,HP:0002540,HP:0012548,HP:0002047,HP:0002650,HP:0001324,HP:0000347,HP:0001776,HP:0001488,HP:0000405,HP:0000506,HP:0000218,HP:0001382,HP:0030319,HP:0100295,HP:0002714,HP:0012385,HP:0001260,HP:0001256,HP:0012240,HP:0001762,HP:0005775,HP:0000369,HP:0000252,HP:0001252,HP:0003701,HP:0002020,HP:0002751,HP:0000329,HP:0003391,HP:0000494,HP:0001315,HP:0011968,HP:0011819,HP:0000581,HP:0001265,HP:0012416,HP:0012418,HP:0002091,HP:0002093,HP:0003202,HP:0011800,HP:0004322,HP:0002803,HP:0001270,HP:0002119,HP:0000175	1227,2418,2201,2856,1603,363,2439,5425,6518,2075,1483,2072,2593,3548,2580,3025,6344,5080,3329,6251,2733,1606,1654,2350,1741,2749,1627,2073,362,28,108,6784,3274,1357,2408,1451,4639,4462	5033,2148,1516,2813,544,4618,1744,3650,2708,2350,2627,1396,136,2232,1865,706,595,4890,2000,800,3135,4908,2700,4125,1948,3259,1782,4266,4790,2855,264,3353,1625,5189,5295,847,2755,2777,4589,5344,3180,3432,4688,3771,2933,4606,57,1357,2774,449,2813,2767,452,1375,76,2116,3251,184,4699	38	58
14197	STAG1	10274	Stag1	MGI:1098658	MP:0012431,MP:0002038,MP:0011704,MP:0009084,MP:0000691,MP:0011099,MP:0001785,MP:0001552,MP:0002020,MP:0011108,MP:0009552,MP:0002896,MP:0002989,MP:0000692,MP:0001199,MP:0000689,MP:0002997,MP:0003331,MP:0002135,MP:0002083,MP:0000160,MP:0010207,MP:0000379,MP:0002123,MP:0004024,MP:0003984,MP:0003447,MP:0002014,MP:0001711,MP:0003420,MP:0011100,MP:0000352,MP:0000702,MP:0002108,MP:0001297,MP:0001780,MP:0003231,MP:0002339,MP:0004200,MP:0005325,MP:0004046,MP:0003786,MP:0004754,MP:0010025,MP:0004502,MP:0000116,MP:0009321	HP:0001249,HP:0001511,HP:0001629,HP:0000154,HP:0002059,HP:0002817,HP:0001999,HP:0000028,HP:0004691,HP:0200134,HP:0002558,HP:0002650,HP:0000347,HP:0001319,HP:0004209,HP:0001566,HP:0000085,HP:0010864,HP:0001377,HP:0000750,HP:0000490,HP:0000664,HP:0000218,HP:0001382,HP:0000050,HP:0001195,HP:0000426,HP:0001263,HP:0000369,HP:0000252,HP:0001252,HP:0002020,HP:0045074,HP:0001508,HP:0000202,HP:0000954,HP:0006304,HP:0011968,HP:0000965,HP:0000729,HP:0010880,HP:0000527,HP:0007099,HP:0001250,HP:0004322,HP:0012444,HP:0000486,HP:0001518	385,870,1847,5856,5442,1241,2389,3303,1414,6509,2553,1604,6,2010,1595,1499,4682,419,341,3221,3329,3415,2764,2520,5217,1890,129,747,2499,647,3158,1968,4406,1488,1049,42,1438,2677,2809,640,1152,1309,1400,2276,778,5717,1359	544,1913,2057,3637,2161,2032,818,1396,1889,2616,3785,595,2000,2220,3515,3972,2725,4695,1438,1515,3286,1410,4125,1948,5173,2870,2589,3622,5295,847,2755,4589,2622,1900,201,354,4633,2933,3322,163,3655,1513,1911,3492,76,2899,1064,2548	47	48
