gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
CD70	ENST00000245903	97	1.2191e+02	7.9566e-01	7.1351e-06	1211	23	4.4187e+01	5.2052e-01	366	47	5.3207e+01	8.8334e-01	2.7443e-06	443	3	1.6296e-07	41	3.8071e+00	1.0394e-02	3.6027e-01	6.2933e-01	7.8799e-01	6.9800e-01	1.1260e+00	6.7400e-01	9.4200e-01	3.5100e-01	1.7460e+00		6.6889e-01	8.0177e-01	3.8333e-01	17156	8	5	2	8.0441e-06	4.0647e-06	125736	2	0	125738	7.9531e-06	7.9531e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.7854e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.7581e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000125726	2	579	3	protein_coding	20921	4.5752e-02	3	6.6777e+00	4.4926e-01	NA	19	6583194	6604114
CLDN23	ENST00000519106	208	1.7746e+02	1.1721e+00	1.2702e-05	1794	76	6.3514e+01	1.1966e+00	660	118	9.4666e+01	1.2465e+00	7.8255e-06	640	7	3.6421e-07	66	7.0022e+00	2.2989e-05	6.9136e-01	3.0862e-01	9.9968e-01	1.0730e+00	1.4520e+00	1.0460e+00	1.3150e+00	5.6400e-01	1.7460e+00		-1.8852e+00	-8.1470e-01	7.7522e-04	17157	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000253958	2	876	1	protein_coding	2169	2.4684e-05	6	4.0758e+00	1.4721e+00	NA	8	8559448	8561616
RP11-362K2.2	ENST00000546977	47	5.7649e+01	8.1528e-01	2.4446e-06	804	NA	NA	NA	NA	16	2.0868e+01	7.6671e-01	8.9315e-07	233	2	1.2452e-07	39	2.9293e+00	4.1623e-02	2.8568e-01	6.7270e-01	6.8276e-01	5.1800e-01	1.1640e+00	6.4400e-01	1.0400e+00	2.7000e-01	1.7460e+00		8.3772e-01	4.9839e-01	5.0314e-01	17158	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000258231	1	369	3	protein_coding	268936	NA	NA	NA	NA	NA	12	58937907	59206842
SPANXN3	ENST00000370503	51	4.7295e+01	1.0783e+00	3.1752e-06	920	10	1.1642e+01	8.5898e-01	261	32	2.0581e+01	1.5548e+00	1.6005e-06	248	0	5.8016e-08	14	9.1389e-01	3.8315e-01	1.3064e-01	4.8621e-01	0.0000e+00	1.1630e+00	1.9200e+00	8.6000e-01	1.3620e+00	0.0000e+00	1.7460e+00		-1.9785e+00	-1.9147e-01	8.8586e-01	17159	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000189252	2	423	2	protein_coding	8740	5.9971e-01	0	2.6180e+00	0.0000e+00	NA	X	142596564	142605303
LINC00998	ENST00000397764	19	3.1287e+01	6.0728e-01	1.5816e-06	354	5	3.9934e+00	1.2521e+00	34	11	1.3317e+01	8.2601e-01	7.2749e-07	135	0	3.7023e-08	16	9.0796e-01	3.8247e-01	1.3111e-01	4.8642e-01	0.0000e+00	5.1900e-01	1.3660e+00	4.2300e-01	8.9100e-01	0.0000e+00	1.7470e+00		4.9909e-01	7.8060e-01	8.8298e-01	17160	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000214194	2	177	1	protein_coding	1896	NA	NA	NA	NA	NA	7	112756773	112758668
RESP18	ENST00000333527	117	1.2115e+02	9.6576e-01	5.7073e-06	1472	18	2.1330e+01	8.4388e-01	303	48	4.9875e+01	9.6241e-01	2.5573e-06	439	13	4.8668e-07	130	1.1405e+01	8.7160e-10	9.5531e-01	4.4688e-02	1.1398e+00	7.6300e-01	1.2240e+00	8.3000e-01	1.1260e+00	7.3900e-01	1.7470e+00		2.0868e-01	1.3393e-01	-4.3760e-01	17161	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000182698	2	684	7	protein_coding	5769	NA	NA	NA	NA	NA	2	220192131	220197899
SIRPG	ENST00000303415	229	2.1772e+02	1.0518e+00	1.2166e-05	2478	45	4.4053e+01	1.0215e+00	617	100	8.9450e+01	1.1179e+00	5.3584e-06	809	20	8.5531e-07	171	1.6300e+01	3.4760e-15	9.9705e-01	2.9465e-03	1.2270e+00	9.5000e-01	1.3200e+00	9.4400e-01	1.1740e+00	8.6100e-01	1.7470e+00		-8.7683e-01	-2.7168e-01	-8.4932e-01	17162	8	5	22	1.3645e-03	1.0022e-03	125407	340	1	125748	1.3568e-03	2.3149e-01	1.7840e-03	1.9083e-03	1.3892e-03	1.6312e-04	6.0052e-04	1.8028e-03	1.7933e-03	6.5325e-05	1.7239e-03	1.9098e-03	1.3899e-03	1.6311e-04	6.0070e-04	1.7947e-03	1.7931e-03	6.5327e-05	protein_coding	ENSG00000089012	2	1161	5	protein_coding	28628	5.2092e-08	11	1.0528e+01	1.0448e+00	NA	20	1609798	1638425
GLIPR1	ENST00000266659	141	1.4721e+02	9.5780e-01	7.6735e-06	1734	51	5.5365e+01	9.2116e-01	626	66	5.1003e+01	1.2940e+00	2.6460e-06	503	19	9.4774e-07	146	1.5605e+01	2.0720e-14	9.9562e-01	4.3772e-03	1.2175e+00	1.0600e+00	1.5880e+00	8.3400e-01	1.1010e+00	8.4700e-01	1.7470e+00		-1.6507e+00	1.8196e-01	-7.9628e-01	17163	8	5	27	2.6343e-04	9.9762e-05	125682	66	0	125748	2.6246e-04	8.6625e-03	1.8471e-04	8.7022e-04	1.9908e-04	1.6421e-04	0.0000e+00	1.7639e-04	0.0000e+00	2.6213e-04	1.8456e-04	8.6763e-04	1.9843e-04	1.6311e-04	0.0000e+00	1.7581e-04	0.0000e+00	2.6134e-04	protein_coding	ENSG00000139278	2	798	6	protein_coding	23174	1.0518e-09	14	1.4170e+01	9.8802e-01	NA	12	75874460	75897633
TMPRSS11B	ENST00000332644	231	2.1623e+02	1.0683e+00	1.0348e-05	2749	71	5.5074e+01	1.2892e+00	764	49	7.0764e+01	6.9245e-01	3.2982e-06	763	25	8.2901e-07	259	1.9695e+01	4.2885e-19	9.9961e-01	3.8910e-04	1.2694e+00	5.5000e-01	8.7900e-01	9.5900e-01	1.1910e+00	9.2300e-01	1.7470e+00		2.0337e+00	-3.5691e-01	-1.1078e+00	17164	8	5	19	2.5386e-03	2.2728e-03	125132	593	11	125736	2.4047e-03	7.2711e-01	1.9276e-03	6.1884e-04	0.0000e+00	3.0086e-02	9.4631e-05	9.0345e-05	1.3871e-03	5.1080e-04	1.8472e-03	4.6280e-04	0.0000e+00	2.8849e-02	9.2392e-05	8.7908e-05	1.3042e-03	4.9006e-04	protein_coding	ENSG00000185873	2	1248	10	protein_coding	19068	1.6805e-11	16	1.4870e+01	1.0760e+00	NA	4	69092371	69111438
TMEM37	ENST00000306406	95	1.1735e+02	8.0952e-01	7.5563e-06	1234	32	4.0559e+01	7.8897e-01	461	61	5.3718e+01	1.1356e+00	3.9121e-06	414	4	2.0190e-07	49	4.6251e+00	2.3933e-03	4.4243e-01	5.5517e-01	8.6486e-01	9.2300e-01	1.4050e+00	6.8500e-01	9.6000e-01	4.1900e-01	1.7480e+00		-7.8097e-01	7.3328e-01	2.6933e-01	17165	8	5	7	3.5995e-05	8.1304e-06	125739	9	0	125748	3.5786e-05	1.6104e-04	1.2317e-04	0.0000e+00	0.0000e+00	5.4413e-05	0.0000e+00	5.3180e-05	0.0000e+00	0.0000e+00	1.2304e-04	0.0000e+00	0.0000e+00	5.4367e-05	0.0000e+00	5.2739e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000171227	2	570	2	protein_coding	8620	4.1816e-02	2	2.7260e+00	7.3366e-01	NA	2	120187477	120196096
LILRA2	ENST00000251377	389	2.6531e+02	1.4662e+00	1.5133e-05	3024	112	8.3523e+01	1.3410e+00	1056	154	1.1346e+02	1.3573e+00	6.5465e-06	999	26	8.8674e-07	240	2.0346e+01	6.9073e-20	9.9974e-01	2.5558e-04	1.2779e+00	1.1900e+00	1.5520e+00	1.3490e+00	1.5940e+00	9.3500e-01	1.7480e+00	mis_too_many	-2.9920e+00	-2.6984e+00	-1.1617e+00	17166	8	5	9	5.1849e-05	7.9728e-06	125734	13	0	125747	5.1692e-05	3.3601e-04	1.2691e-04	0.0000e+00	0.0000e+00	1.0876e-04	0.0000e+00	4.4053e-05	3.2885e-04	6.5374e-05	1.2304e-04	0.0000e+00	0.0000e+00	1.0874e-04	0.0000e+00	4.3949e-05	3.2579e-04	6.5327e-05	protein_coding	ENSG00000239998	2	1449	8	protein_coding	14641	6.8854e-12	16	1.3877e+01	1.1530e+00	NA	19	55084387	55099027
C3orf55	ENST00000449199	57	6.1421e+01	9.2801e-01	2.9076e-06	864	15	1.6545e+01	9.0660e-01	255	26	2.3923e+01	1.0868e+00	1.3265e-06	241	4	1.9526e-07	64	4.6255e+00	2.3940e-03	4.4237e-01	5.5524e-01	8.6477e-01	7.9600e-01	1.5070e+00	7.4900e-01	1.1570e+00	4.1900e-01	1.7480e+00		-3.3383e-01	2.0048e-01	2.6952e-01	17167	8	5	1	4.1764e-06	4.1764e-06	119718	1	0	119719	4.1765e-06	2.0882e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.2502e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.2502e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000174899	2	405	4	protein_coding	134504	3.9231e-02	2	2.6044e+00	7.6794e-01	NA	3	157261035	157395538
CCL8	ENST00000394620	50	5.2689e+01	9.4897e-01	2.5891e-06	642	4	1.1236e+01	3.5601e-01	153	32	1.9056e+01	1.6792e+00	1.0003e-06	185	2	1.2334e-07	35	2.9194e+00	4.1412e-02	2.8681e-01	6.7177e-01	6.8508e-01	1.2430e+00	1.9520e+00	7.5500e-01	1.2010e+00	2.7100e-01	1.7480e+00		-2.3308e+00	1.3163e-01	4.9861e-01	17168	8	5	4	2.9126e-04	2.7906e-04	125528	73	0	125601	2.9065e-04	1.0610e-02	6.3044e-05	2.8984e-04	0.0000e+00	5.4371e-05	0.0000e+00	4.9415e-04	4.9164e-04	6.5359e-05	6.1540e-05	2.8956e-04	0.0000e+00	5.4367e-05	0.0000e+00	4.9328e-04	4.8952e-04	6.5332e-05	protein_coding	ENSG00000108700	2	297	3	protein_coding	2367	5.2901e-02	2	3.1928e+00	6.2641e-01	NA	17	32646055	32648421
THAP2	ENST00000308086	111	1.1769e+02	9.4312e-01	5.6975e-06	1504	60	6.2466e+01	9.6052e-01	784	33	4.0356e+01	8.1771e-01	1.8511e-06	425	10	6.1631e-07	111	9.2257e+00	1.5504e-07	8.7243e-01	1.2757e-01	1.0839e+00	6.1900e-01	1.0930e+00	8.0800e-01	1.1040e+00	6.6500e-01	1.7480e+00		9.1028e-01	2.1930e-01	-2.3622e-01	17169	8	5	15	1.2422e-04	5.5736e-05	125717	31	0	125748	1.2327e-04	1.9108e-03	6.1516e-05	2.6393e-04	4.9633e-04	5.4401e-05	0.0000e+00	8.8774e-05	4.9057e-04	6.5404e-05	6.1518e-05	2.6021e-04	4.9615e-04	5.4367e-05	0.0000e+00	8.7900e-05	4.8872e-04	6.5327e-05	protein_coding	ENSG00000173451	2	684	3	protein_coding	17631	5.1653e-05	7	7.9640e+00	8.7895e-01	NA	12	72056789	72074419
TMA7	ENST00000438607	34	3.2362e+01	1.0506e+00	1.3867e-06	416	NA	NA	NA	NA	22	1.2251e+01	1.7958e+00	5.6921e-07	100	4	1.9499e-07	57	4.6249e+00	2.3931e-03	4.4246e-01	5.5515e-01	8.6489e-01	1.2220e+00	1.9650e+00	7.9800e-01	1.3990e+00	4.1900e-01	1.7480e+00		-2.1896e+00	-1.0234e-01	2.6926e-01	17170	8	5	4	3.3191e-05	1.2510e-05	123868	8	0	123876	3.2291e-05	1.2917e-04	0.0000e+00	5.8748e-05	0.0000e+00	1.6852e-04	0.0000e+00	1.8629e-05	0.0000e+00	3.2800e-05	0.0000e+00	5.7969e-05	0.0000e+00	1.6703e-04	0.0000e+00	1.7882e-05	0.0000e+00	3.2685e-05	protein_coding	ENSG00000232112	2	192	4	protein_coding	3950	1.0007e-02	3	3.5384e+00	8.4783e-01	NA	3	48481667	48485616
LGALS7	ENST00000378626	13	3.8339e+01	3.3908e-01	2.9945e-06	869	5	1.4458e+01	3.4583e-01	357	11	1.9133e+01	5.7493e-01	1.7220e-06	291	1	1.0100e-07	55	1.9855e+00	1.4567e-01	2.1023e-01	6.4410e-01	5.0365e-01	3.6100e-01	9.5200e-01	2.2000e-01	5.3900e-01	1.6800e-01	1.7480e+00		1.4616e+00	1.4542e+00	6.4811e-01	17171	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000205076	2	408	4	protein_coding	2522	4.3377e-01	0	1.1194e+00	0.0000e+00	NA	19	39261611	39264132
OR2F1	ENST00000392899	177	1.6671e+02	1.0617e+00	8.0932e-06	2048	40	4.2843e+01	9.3364e-01	579	68	7.0920e+01	9.5883e-01	3.6069e-06	679	7	4.6695e-07	77	6.9912e+00	2.2802e-05	6.9262e-01	3.0736e-01	1.0013e+00	7.8800e-01	1.1730e+00	9.3900e-01	1.2030e+00	5.6400e-01	1.7480e+00		2.7253e-01	-2.8316e-01	-3.0818e-03	17172	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000213215	2	951	1	protein_coding	1082	4.2874e-03	4	5.4289e+00	7.3680e-01	NA	7	143657027	143658108
PSPN	ENST00000245810	80	8.6601e+01	9.2378e-01	6.1824e-06	922	24	3.1448e+01	7.6315e-01	397	46	3.9915e+01	1.1524e+00	2.6861e-06	361	6	4.0829e-07	48	6.2145e+00	1.1172e-04	6.1283e-01	3.8705e-01	9.6548e-01	9.0900e-01	1.4730e+00	7.7000e-01	1.1130e+00	5.2300e-01	1.7490e+00		-7.5705e-01	2.5207e-01	7.9735e-02	17173	8	5	4	1.6157e-05	4.0836e-06	124543	4	0	124547	1.6058e-05	3.2117e-05	6.2477e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6894e-05	0.0000e+00	0.0000e+00	6.2338e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6654e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000125650	2	468	2	protein_coding	3911	7.7414e-03	3	3.1057e+00	9.6595e-01	NA	19	6375159	6379069
KRTAP4-11	ENST00000391413	145	1.1689e+02	1.2405e+00	6.8637e-06	1257	NA	NA	NA	NA	58	3.9067e+01	1.4846e+00	1.7983e-06	348	7	4.0564e-07	83	6.9800e+00	2.2612e-05	6.9390e-01	3.0608e-01	1.0029e+00	1.2000e+00	1.8270e+00	1.0830e+00	1.4240e+00	5.6500e-01	1.7490e+00		-2.3810e+00	-9.2407e-01	-7.0077e-03	17174	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000212721	2	585	1	protein_coding	1174	9.8640e-02	2	4.5913e+00	4.3561e-01	NA	17	39273433	39274606
KRTAP5-11	ENST00000398530	101	7.7951e+01	1.2957e+00	3.7369e-06	1019	NA	NA	NA	NA	46	3.2174e+01	1.4297e+00	1.6410e-06	293	0	3.9570e-08	24	9.0190e-01	3.8177e-01	1.3160e-01	4.8664e-01	0.0000e+00	1.1270e+00	1.8060e+00	1.1020e+00	1.5290e+00	0.0000e+00	1.7490e+00		-1.9161e+00	-9.2771e-01	8.8003e-01	17175	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000204571	2	468	1	protein_coding	21499	3.3567e-02	2	2.3153e+00	8.6380e-01	NA	11	71292901	71314399
C9orf57	ENST00000377024	72	8.1983e+01	8.7823e-01	4.3413e-06	1039	17	1.5364e+01	1.1065e+00	188	16	2.8134e+01	5.6870e-01	1.4149e-06	299	6	2.5995e-07	93	6.2121e+00	1.1153e-04	6.1315e-01	3.8674e-01	9.6586e-01	3.8400e-01	8.6400e-01	7.2500e-01	1.0680e+00	5.2300e-01	1.7490e+00		1.7983e+00	3.9181e-01	7.8845e-02	17176	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000204669	2	483	5	protein_coding	21442	NA	NA	NA	NA	NA	9	74666292	74687733
VMAC	ENST00000339485	75	8.1687e+01	9.1813e-01	4.7181e-06	1038	20	2.2543e+01	8.8719e-01	368	37	3.7318e+01	9.9148e-01	2.0987e-06	390	2	1.2530e-07	39	2.9165e+00	4.1351e-02	2.8714e-01	6.7151e-01	6.8575e-01	7.6200e-01	1.3040e+00	7.6100e-01	1.1130e+00	2.7100e-01	1.7490e+00		4.0892e-02	2.6294e-01	4.9731e-01	17177	8	5	5	4.0252e-05	1.6024e-05	125436	10	0	125446	3.9859e-05	1.9930e-04	0.0000e+00	5.8480e-05	0.0000e+00	5.4502e-05	0.0000e+00	6.2360e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.7839e-05	0.0000e+00	5.4385e-05	0.0000e+00	6.1828e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000187650	2	507	2	protein_coding	5996	2.3465e-02	2	1.6915e+00	1.1824e+00	NA	19	5904869	5910864
OR6C76	ENST00000328314	170	1.5631e+02	1.0876e+00	7.0598e-06	2021	59	5.8498e+01	1.0086e+00	785	68	6.2499e+01	1.0880e+00	3.0340e-06	651	4	1.8963e-07	75	4.6231e+00	2.3904e-03	4.4269e-01	5.5492e-01	8.6522e-01	8.9400e-01	1.3310e+00	9.5900e-01	1.2350e+00	4.1900e-01	1.7490e+00		-5.4694e-01	-3.8923e-01	2.6854e-01	17178	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000185821	2	936	1	protein_coding	939	1.0218e-03	4	3.1544e+00	1.2681e+00	NA	12	55820038	55820976
FKBP1C	ENST00000370659	89	6.7144e+01	1.3255e+00	3.9968e-06	702	16	1.4677e+01	1.0902e+00	197	30	2.4799e+01	1.2097e+00	1.4528e-06	218	2	2.1041e-07	25	2.9161e+00	4.1342e-02	2.8719e-01	6.7147e-01	6.8585e-01	9.0400e-01	1.6360e+00	1.1160e+00	1.5810e+00	2.7100e-01	1.7490e+00		-8.2103e-01	-9.4784e-01	4.9711e-01	17179	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000198225	2	324	1	protein_coding	1579	6.0547e-04	4	2.4420e+00	1.6380e+00	NA	6	63921351	63922929
SELK	ENST00000495461	37	4.3283e+01	8.5483e-01	2.1365e-06	587	8	1.4664e+01	5.4556e-01	214	14	1.2888e+01	1.0863e+00	5.5397e-07	167	6	2.6206e-07	85	6.2084e+00	1.1124e-04	6.1361e-01	3.8628e-01	9.6643e-01	7.1600e-01	1.6700e+00	6.5700e-01	1.1250e+00	5.2400e-01	1.7490e+00		-2.4353e-01	3.3938e-01	7.7506e-02	17180	8	5	4	5.6793e-05	2.8629e-05	125047	14	0	125061	5.5974e-05	3.9183e-04	0.0000e+00	1.4705e-04	0.0000e+00	1.6429e-04	0.0000e+00	3.5648e-05	3.3246e-04	0.0000e+00	0.0000e+00	1.4459e-04	0.0000e+00	1.6361e-04	0.0000e+00	3.5324e-05	3.2889e-04	0.0000e+00	protein_coding	ENSG00000113811	2	282	5	protein_coding	7579	3.2287e-03	4	4.9292e+00	8.1150e-01	NA	3	53918437	53926015
C5orf66	ENST00000432382	44	7.4195e+01	5.9303e-01	3.9132e-06	934	2	6.3556e+00	3.1468e-01	69	31	3.1979e+01	9.6939e-01	2.0770e-06	285	5	3.1846e-07	66	5.4253e+00	5.2699e-04	5.2801e-01	4.7146e-01	9.2160e-01	7.2800e-01	1.3080e+00	4.6500e-01	7.6200e-01	4.7500e-01	1.7490e+00		1.3608e-01	1.2457e+00	1.6921e-01	17181	8	5	8	3.6714e-04	1.0785e-04	125409	91	0	125500	3.6262e-04	1.6502e-02	1.9719e-03	2.6068e-04	0.0000e+00	0.0000e+00	7.1354e-04	2.1188e-04	4.9069e-04	2.6159e-04	1.9709e-03	2.6021e-04	0.0000e+00	0.0000e+00	7.0673e-04	2.1111e-04	4.8888e-04	2.6134e-04	protein_coding	ENSG00000224186	1	435	3	protein_coding	322775	1.1155e-03	4	3.2785e+00	1.2201e+00	NA	5	134368970	134691744
LNP1	ENST00000383693	91	1.0132e+02	8.9812e-01	5.6798e-06	1174	24	2.5566e+01	9.3876e-01	355	30	3.3649e+01	8.9155e-01	1.5535e-06	313	8	4.7793e-07	84	7.7400e+00	4.4338e-06	7.6502e-01	2.3498e-01	1.0336e+00	6.6600e-01	1.2090e+00	7.5700e-01	1.0690e+00	6.0200e-01	1.7490e+00		4.9453e-01	3.6444e-01	-8.6613e-02	17182	8	5	10	7.0094e-05	1.3462e-05	124782	17	0	124799	6.8112e-05	5.7897e-04	3.4835e-04	6.0219e-05	0.0000e+00	0.0000e+00	4.6382e-05	4.4354e-05	1.6545e-04	9.9338e-05	3.2280e-04	5.7926e-05	0.0000e+00	0.0000e+00	4.6379e-05	4.4135e-05	1.6487e-04	9.8038e-05	protein_coding	ENSG00000206535	2	534	3	protein_coding	55127	1.8852e-03	5	7.4010e+00	6.7559e-01	NA	3	100120037	100175163
AC106876.2	ENST00000409905	32	4.6724e+01	6.8487e-01	2.4844e-06	549	3	4.7711e+00	6.2879e-01	48	14	1.9812e+01	7.0663e-01	1.2966e-06	167	3	1.6222e-07	41	3.7906e+00	1.0298e-02	3.6235e-01	6.2736e-01	7.9143e-01	4.6600e-01	1.1050e+00	5.1600e-01	9.2000e-01	3.5300e-01	1.7490e+00		1.0265e+00	7.6546e-01	3.7629e-01	17183	8	5	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000222001	2	258	3	protein_coding	3272	3.2263e-01	0	1.6650e-01	0.0000e+00	NA	2	233877324	233880595
ANGPTL7	ENST00000376819	201	2.0632e+02	9.7423e-01	1.2297e-05	2297	79	8.7037e+01	9.0766e-01	952	85	7.9614e+01	1.0677e+00	4.7433e-06	634	22	8.4910e-07	187	1.7618e+01	9.1680e-17	9.9872e-01	1.2844e-03	1.2487e+00	8.9500e-01	1.2790e+00	8.6800e-01	1.0950e+00	8.9000e-01	1.7500e+00		-4.7453e-01	1.3156e-01	-9.6735e-01	17184	8	5	28	5.7130e-04	2.5493e-04	125605	143	0	125748	5.6876e-04	4.0678e-02	3.2620e-03	3.4723e-04	4.0088e-04	8.7056e-04	0.0000e+00	4.6928e-04	0.0000e+00	1.6523e-04	3.2657e-03	3.4696e-04	3.9690e-04	8.7023e-04	0.0000e+00	4.6596e-04	0.0000e+00	1.6333e-04	protein_coding	ENSG00000171819	2	1038	5	protein_coding	6641	8.4449e-09	12	1.1137e+01	1.0775e+00	NA	1	11249398	11256038
