gene_name	ihs
RP11-7D5.2	2.658
RP11-7F17.1	2.8
RP11-7F17.3	2.263
RP11-7F17.4	2.263
RP11-7F17.5	3.519
RP11-7F17.7	2.583
RP11-7F18.1	2.773
RP11-7F18.2	1.246
RP11-7G12.1	4.087
RP11-7G12.2	1.64
RP11-7G23.4	
RP11-7G23.5	
RP11-7G23.8	
RP11-7I15.3	1.051
RP11-7I15.4	0.39
RP11-7K24.3	1.202
RP11-7M10.2	
RP11-7M8.2	0.266
RP11-7N14.1	
RP11-7O11.3	2.14
RP11-7O14.1	1.976
RP11-7O20.4	0.706
RP11-800A18.4	0.393
RP11-800A3.2	2.468
RP11-800A3.3	2.049
RP11-800A3.4	0.969
RP11-800A3.7	1.281
RP11-801F7.1	
RP11-801G16.2	2.092
RP11-801I18.1	4.349
RP11-802E16.3	0.487
RP11-802H3.1	2.924
RP11-802H3.2	1.609
RP11-802O23.3	-1.154
RP11-803A13.1	-0.624
RP11-803B1.2	3.346
RP11-803B1.3	1.693
RP11-803D5.4	-0.984
RP11-803P9.1	
RP11-804A23.1	1.341
RP11-804A23.2	2.178
RP11-804A23.4	3.015
RP11-804F13.1	1.968
RP11-804F13.2	1.405
RP11-804H8.6	0.724
RP11-804L24.2	1.471
RP11-804M7.1	0.352
RP11-804M7.2	2.756
RP11-804N13.1	3.237
RP11-805F19.1	
RP11-805F19.2	
RP11-805F19.4	
RP11-805I24.1	2.681
RP11-805I24.3	2.607
RP11-805I24.4	2.979
RP11-805J14.3	1.968
RP11-805J14.5	2.499
RP11-805L22.1	2.767
RP11-805L22.2	2.039
RP11-805L22.3	1.803
RP11-806H10.4	4.531
RP11-806J6.1	3.037
RP11-806K15.1	1.962
RP11-806L2.2	2.111
RP11-806L2.5	2.824
RP11-806L2.6	1.935
RP11-806O11.1	2.414
RP11-807E13.2	4.467
RP11-807E13.3	1.485
RP11-807G9.2	0.977
RP11-807H17.1	4.79
RP11-807H7.1	2.766
RP11-807H7.2	2.5
RP11-809C18.3	2.563
RP11-809C18.4	1.087
RP11-809C18.5	
RP11-809C9.2	0.922
RP11-809F4.2	1.956
RP11-809F4.3	4.315
RP11-809F4.4	1.546
RP11-809H16.2	3.811
RP11-809H16.3	1.669
RP11-809H16.4	2.136
RP11-809H16.5	2.98
RP11-809M12.1	3.953
RP11-809N15.2	-1.152
RP11-809N15.3	1.117
RP11-809N8.2	-1.735
RP11-809N8.4	1.159
RP11-809N8.5	
RP11-809O17.1	0.726
RP11-80A15.1	2.157
RP11-80B9.1	1.603
RP11-80B9.4	2.021
RP11-80F22.2	2.591
RP11-80F22.8	1.878
RP11-80G7.1	1.116
RP11-80H18.4	0.854
RP11-80H5.2	1.763
RP11-80H5.5	0.154
RP11-80H5.6	1.763
RP11-80H5.7	0.392
RP11-80H5.9	1.16
RP11-80H8.3	2.056
RP11-80H8.4	2.507
RP11-80I15.1	
RP11-80I15.4	0.097
RP11-80K21.3	3.387
RP11-80K6.2	1.982
RP11-80N2.2	0.895
RP11-810B23.1	4.115
RP11-810D13.1	-0.145
RP11-810F22.1	3.051
RP11-810H18.1	1.487
RP11-810K23.10	
RP11-810K23.5	
RP11-810K23.7	
RP11-810K23.9	
RP11-810M2.2	0.888
RP11-810O3.2	
RP11-810P12.1	2.67
RP11-810P12.5	1.572
RP11-810P12.6	3.987
RP11-810P8.1	2.254
RP11-811J10.1	1.675
RP11-811P12.3	5.633
RP11-812D23.1	0.765
RP11-812E19.10	
RP11-812I20.2	-1.821
RP11-813B8.1	4.255
RP11-813F20.1	2.981
RP11-813F20.2	1.859
RP11-813F20.4	
RP11-813I20.2	2.714
RP11-813P10.1	-0.036
RP11-813P10.2	4.209
RP11-814E24.1	1.294
RP11-814H16.2	1.132
RP11-814M22.2	2.021
RP11-814P5.1	2.711
RP11-815D16.1	0.404
RP11-815I22.1	
RP11-815J21.1	-0.223
RP11-815J21.2	0.841
RP11-815J21.3	1.251
RP11-815J21.4	1.355
RP11-815J4.1	1.625
RP11-815J4.4	0.77
RP11-815J4.5	2.046
RP11-815J4.6	1.56
RP11-815J4.7	1.999
RP11-815M8.1	2.058
RP11-815N9.2	0.154
RP11-816B4.1	1.345
RP11-816J6.3	0.979
RP11-816J8.1	3.432
RP11-817J15.2	4.192
RP11-817J15.3	2.099
RP11-817O13.1	1.926
RP11-817O13.6	-0.375
RP11-817O13.8	-0.08
RP11-818C3.1	5.482
RP11-818F20.4	1.534
RP11-818F20.5	1.933
RP11-818O24.3	1.612
RP11-819C21.1	2.652
RP11-81A1.3	1.595
RP11-81A1.8	0.751
RP11-81A22.5	1.9
RP11-81B10.2	0.626
RP11-81B23.1	2.906
RP11-81F13.1	5.181
RP11-81F13.2	2.178
RP11-81H14.2	3.481
RP11-81H14.3	1.75
RP11-81H14.4	3.613
RP11-81H3.1	1.381
RP11-81H3.2	3.675
RP11-81K13.1	4.337
RP11-81K2.1	1.948
RP11-81N13.1	3.614
RP11-820I16.1	2.286
RP11-820I16.2	3.965
RP11-820I16.3	2.371
RP11-820I16.4	1.024
RP11-820K3.2	0.217
RP11-820K3.3	0.154
RP11-820K3.4	
RP11-820L6.1	3.816
RP11-822E23.2	
RP11-822E23.4	
RP11-822E23.5	
RP11-822E23.6	
RP11-822E23.7	
RP11-822E23.8	
RP11-822P1.1	3.894
RP11-824M15.3	3.618
RP11-826N14.1	1.991
RP11-826N14.2	1.14
RP11-826N14.4	1.823
RP11-829H16.2	0.086
RP11-829H16.3	2.121
RP11-82C23.2	2.467
RP11-82H13.2	2.144
RP11-82K18.2	1.238
RP11-82L18.2	1.431
RP11-82L18.4	0.669
RP11-82L2.1	3.447
RP11-82L20.1	-0.296
RP11-82L7.4	4.37
RP11-82O19.1	2.524
RP11-82O19.2	
RP11-82O2.2	0.652
RP11-830F9.5	1.703
RP11-830F9.6	1.854
RP11-830F9.7	1.23
RP11-831A10.1	2.543
RP11-831A10.2	2.305
RP11-831F12.2	0.457
RP11-831F12.3	
RP11-831F12.4	0.463
RP11-831H9.11	4.148
RP11-831H9.3	
RP11-832A4.5	-0.086
RP11-832N8.1	-0.038
RP11-834C11.10	2.206
RP11-834C11.11	1.967
RP11-834C11.12	1.591
RP11-834C11.14	1.591
RP11-834C11.3	2.146
RP11-834C11.4	1.47
RP11-834C11.5	1.539
RP11-834C11.6	2.146
RP11-834C11.7	1.731
RP11-834C11.8	1.655
RP11-835E18.4	0.952
RP11-835E18.5	2.475
RP11-838N2.3	2.348
RP11-838N2.4	3.022
RP11-838N2.5	3.61
RP11-838N2.8	0.274
RP11-839D17.3	2.44
RP11-839G9.1	0.476
RP11-83A16.1	1.784
RP11-83A24.1	0.141
RP11-83A24.2	1.662
RP11-83B20.1	1.181
RP11-83C7.1	2.092
RP11-83C7.2	3.363
RP11-83J16.3	2.768
RP11-83J21.3	1.913
RP11-83M16.1	-0.651
RP11-83M16.2	1.659
RP11-83M16.3	-0.093
RP11-83M16.4	-0.196
RP11-83M16.5	1.659
RP11-83M16.6	2.968
RP11-83N9.5	2.225
RP11-840I19.3	0.612
RP11-840I19.5	0.199
RP11-841C19.1	-0.12
RP11-841C19.3	
RP11-841C19.4	1.549
RP11-841O20.2	-0.449
RP11-843A23.1	1.734
RP11-843B15.1	1.934
RP11-843B15.2	0.715
RP11-843B15.3	3.178
RP11-843P14.1	1.491
RP11-843P14.2	1.298
RP11-844P9.1	3.072
RP11-844P9.2	2.042
RP11-844P9.3	
RP11-844P9.4	2.001
RP11-845C23.2	1.44
RP11-845C23.3	1.447
RP11-845M18.6	0.88
RP11-845M18.7	1.905
RP11-846C15.2	2.445
RP11-846F4.9	
RP11-847H18.2	1.241
RP11-847H18.3	1.023
RP11-848D3.4	4.701
RP11-848D3.5	0.351
RP11-848P1.2	0.951
RP11-848P1.3	1.791
RP11-848P1.5	0.307
RP11-848P1.9	3.698
RP11-849F2.10	2.139
RP11-849F2.4	0.696
RP11-849F2.5	2.766
RP11-849F2.7	2.766
RP11-849F2.8	-1.542
RP11-849F2.9	1.782
RP11-849H4.2	3.108
RP11-849H4.4	0.137
RP11-849I19.1	3.175
RP11-849N15.1	1.209
RP11-849N15.4	2.91
RP11-84A1.1	-0.616
RP11-84A1.3	4.798
RP11-84A14.4	2.394
RP11-84A14.5	1.188
RP11-84A19.2	1.608
RP11-84A19.3	1.001
RP11-84A19.4	1.295
RP11-84C10.1	2.481
RP11-84C10.2	0.835
RP11-84C10.3	1.95
RP11-84C10.4	0.262
RP11-84C13.2	1.232
RP11-84D1.1	1.17
RP11-84D1.2	1.706
RP11-84E24.2	2.803
RP11-84E24.3	1.292
RP11-84G21.1	1.891
RP11-84G21.2	2.471
RP11-84H6.1	1.669
RP11-84O12.2	2.694
RP11-84O12.3	2.564
RP11-84O12.4	3.973
RP11-850F7.7	2.441
RP11-851M3.1	
RP11-852E15.1	
RP11-854K16.2	
RP11-854K16.3	
RP11-855A2.3	1.775
RP11-855A2.5	2.192
RP11-855C21.1	0.862
RP11-855O10.2	1.544
RP11-855O10.3	1.084
RP11-856F16.2	3.072
RP11-856M7.2	1.852
RP11-856M7.4	2.021
RP11-856M7.6	3.847
RP11-856M7.8	1.468
RP11-857B24.1	1.517
RP11-857B24.2	-0.195
RP11-857B24.3	-0.109
RP11-857B24.5	3.768
RP11-85A1.3	1.206
RP11-85B7.2	2.477
RP11-85B7.4	2.04
RP11-85D18.1	0.845
RP11-85E16.1	1.18
RP11-85F14.1	
RP11-85F14.5	0.524
RP11-85G18.6	0.903
RP11-85G20.1	0.742
RP11-85G20.2	
RP11-85G21.1	2.364
RP11-85G21.2	6.92
RP11-85I21.1	3.247
RP11-85K15.2	1.832
RP11-85L21.4	2.145
RP11-85M11.2	4.617
RP11-85O21.2	1.259
RP11-85O21.4	
RP11-85O21.5	1.268
RP11-860B13.1	0.82
RP11-860B13.3	1.381
RP11-861A13.4	1.395
RP11-861E21.1	1.148
RP11-861E21.2	0.889
RP11-861E21.3	0.203
RP11-861L17.3	0.864
RP11-862G15.1	2.635
RP11-862G15.2	1.232
RP11-862L9.3	2.544
RP11-862P13.1	2.043
RP11-863H1.1	-1.248
RP11-863K10.2	0.847
RP11-863K10.4	
RP11-863K10.7	0.048
RP11-863N1.4	1.703
RP11-863P13.1	3.023
RP11-863P13.2	0.45
RP11-863P13.3	2.426
RP11-863P13.4	3.083
RP11-863P13.5	1.724
RP11-863P13.6	0.485
RP11-864G5.1	1.465
RP11-864G5.3	-0.703
RP11-864G5.7	0.91
RP11-864G5.8	0.884
RP11-864I4.3	1.157
RP11-864I4.4	
RP11-864J10.2	1.086
RP11-864J10.4	1.897
RP11-864N7.1	0.84
RP11-864N7.2	2.204
RP11-865B13.1	4.467
RP11-865I6.2	1.428
RP11-866E20.1	2.259
RP11-866E20.3	1.461
RP11-867G2.2	1.132
RP11-867G2.5	0.557
RP11-867G2.6	2.216
RP11-867G2.8	4.557
RP11-867G23.1	0.368
RP11-867G23.10	1.731
RP11-867G23.12	0.789
RP11-867G23.13	3.444
RP11-867G23.2	0.479
RP11-867G23.3	1.299
RP11-867G23.4	1.299
RP11-867G23.8	0.606
RP11-867G23.9	1.508
RP11-867O8.5	2.275
RP11-869B15.1	1.595
RP11-86A5.1	1.821
RP11-86H7.6	2.011
RP11-86H7.7	1.835
RP11-86K22.1	-0.743
RP11-86L19.2	5.363
RP11-871F6.2	1.815
RP11-871F6.3	2.374
RP11-872D17.4	1.316
RP11-872D17.8	0.938
RP11-872J21.3	0.513
RP11-873E20.1	1.519
RP11-874G11.1	0.845
RP11-874J12.3	0.085
RP11-874J12.4	0.277
RP11-875H7.1	3.077
RP11-875H7.2	2.296
RP11-875H7.5	1.243
RP11-875O11.1	1.833
RP11-876F14.1	1.757
RP11-876F14.2	1.982
RP11-876N24.1	2.346
RP11-876N24.2	3.149
RP11-876N24.4	2.478
RP11-876N24.5	-0.812
RP11-879F14.1	3.164
RP11-879F14.2	1.944
RP11-879F14.3	1.81
RP11-87C12.2	1.231
RP11-87C12.5	3.868
RP11-87E22.1	1.646
RP11-87E22.2	0.959
RP11-87F15.2	1.593
RP11-87G24.3	3.216
RP11-87G24.6	0.844
RP11-87M18.2	3.071
RP11-87N24.1	-0.577
RP11-87N24.2	2.032
RP11-87N24.3	2.025
RP11-87N3.6	
RP11-87O11.1	0.452
RP11-87P13.2	2.551
RP11-881L2.1	0.647
RP11-881M11.1	0.484
RP11-881M11.2	0.483
RP11-881M11.4	0.457
RP11-881M11.8	2.392
RP11-882G5.1	2.936
RP11-882I15.1	0.663
RP11-883A18.3	4.22
RP11-883G10.1	1.182
RP11-883G14.1	2.591
RP11-883G14.2	2.169
RP11-883G14.3	1.111
RP11-883G14.4	1.692
RP11-884K10.6	
RP11-884K10.7	0.905
RP11-885B4.1	2.451
RP11-885B4.2	2.326
RP11-885L14.1	3.814
RP11-886D15.1	2.104
RP11-886H22.1	1.495
RP11-886P16.6	-0.29
RP11-887P2.3	3.022
RP11-887P2.5	2.4
RP11-887P2.6	2.214
RP11-888D10.3	2.044
RP11-888D10.4	1.238
RP11-889D3.1	2.393
RP11-889D3.2	3.781
RP11-889L3.1	1.71
RP11-88E18.1	2.44
RP11-88H10.2	2.184
RP11-88H10.3	3.194
RP11-88H12.2	1.434
RP11-88H9.2	2.529
RP11-88I18.2	
RP11-88I18.3	
RP11-88I21.1	1.909
RP11-88I21.2	3.074
RP11-88L24.4	1.246
RP11-890B15.2	2.026
RP11-890B15.3	1.157
RP11-893F2.13	0.223
RP11-893F2.14	0.322
RP11-893F2.15	1.067
RP11-893F2.5	1.139
RP11-893F2.6	1.538
RP11-893F2.9	2.084
RP11-894J14.5	1.548
RP11-894P9.1	0.515
RP11-894P9.2	1.329
RP11-895K13.2	0.883
RP11-895M11.2	-0.381
RP11-895M11.3	1.317
RP11-896J10.3	4.58
RP11-897M7.1	3.088
RP11-899L11.1	1.602
RP11-899L11.3	0.87
RP11-89A16.1	1.856
RP11-89B16.1	3.407
RP11-89B16.2	0.589
RP11-89C3.2	2.089
RP11-89C3.3	1.744
RP11-89C3.4	0.976
RP11-89F17.5	
RP11-89H19.1	1.645
RP11-89K10.1	5.604
RP11-89K10.2	-0.752
RP11-89K18.1	2.614
RP11-89K21.1	2.331
RP11-89K22.1	3.092
RP11-89M16.1	4.825
RP11-89M20.1	2.207
RP11-89M20.2	5.226
RP11-89M22.3	1.234
RP11-89N17.1	2.989
RP11-89N17.2	3.326
RP11-89N17.3	2.781
RP11-89N17.4	2.531
RP11-8H2.1	0.008
RP11-8J23.1	1.493
RP11-8J9.1	
RP11-8J9.5	1.757
RP11-8L18.2	0.981
RP11-8L18.3	0.21
RP11-8L2.1	3.987
RP11-8L21.1	4.97
RP11-8L8.1	2.613
RP11-8L8.2	2.076
RP11-8P11.3	2.625
RP11-8P13.1	
RP11-902B17.1	2.361
RP11-903H12.3	
RP11-903H12.4	1.211
RP11-905K4.1	1.081
RP11-907D1.1	2.391
RP11-907D1.2	1.638
RP11-909B2.1	1.205
RP11-909M7.3	2.035
RP11-909N17.2	1.497
RP11-909N17.3	1.294
RP11-90B22.1	3.261
RP11-90B9.2	0.525
RP11-90C1.1	1.466
RP11-90C4.1	2.346
RP11-90C4.2	2.885
RP11-90C4.3	2.488
RP11-90D11.1	2.567
RP11-90E5.1	1.651
RP11-90E9.1	-0.772
RP11-90H3.1	2.358
RP11-90H3.2	2.88
RP11-90J7.2	1.119
RP11-90J7.4	0.943
RP11-90K17.2	0.765
RP11-90K18.1	1.732
RP11-90K6.1	1.482
RP11-90L20.2	1.853
RP11-90O23.1	
RP11-90P13.1	2.347
RP11-90P16.1	0.819
RP11-90P16.2	-1.653
RP11-90P5.1	1.874
RP11-90P5.2	1.008
RP11-90P5.4	
RP11-90P5.5	1.434
RP11-90P5.7	
RP11-916L7.1	4.467
RP11-91A15.1	4.099
RP11-91A15.2	1.514
RP11-91A18.1	
RP11-91A18.4	2.809
RP11-91G21.1	
RP11-91H12.3	1.699
RP11-91H12.4	2.709
RP11-91I11.1	3.024
RP11-91I20.1	1.514
RP11-91I20.2	1.619
RP11-91I20.3	1.799
RP11-91I20.4	
RP11-91I8.1	2.545
RP11-91I8.3	3.192
RP11-91J19.3	1.035
RP11-91J19.4	2.008
RP11-91J3.1	1.862
RP11-91J3.2	5.27
RP11-91J3.3	1.197
RP11-91K11.2	2.303
RP11-91K8.2	1.61
RP11-91K8.4	1.739
RP11-91K8.5	1.824
RP11-91K9.1	2.055
RP11-91N2.3	1.421
RP11-91P17.1	4.159
RP11-91P24.1	
RP11-91P24.3	-0.729
RP11-91P24.5	0.594
RP11-91P24.6	0.659
RP11-91P24.7	1.552
RP11-923I11.3	0.018
RP11-923I11.4	2.251
RP11-923I11.5	2.339
RP11-923I11.6	1.585
RP11-923I11.7	1.061
RP11-925D8.1	0.69
RP11-925D8.2	
RP11-925D8.3	2.014
RP11-925D8.5	1.176
RP11-925D8.6	
RP11-927P21.11	1.577
RP11-927P21.6	2.582
RP11-927P21.7	2.15
RP11-927P21.8	
RP11-928F19.2	
RP11-92A5.2	5.585
RP11-92B11.4	1.171
RP11-92C4.3	1.902
RP11-92C4.4	4.5
RP11-92C4.6	
RP11-92G12.3	2.165
RP11-92G19.2	1.891
RP11-92K15.1	0.221
RP11-92K15.3	0.107
RP11-930O11.1	1.945
RP11-930O11.2	1.73
RP11-930P14.1	1.022
RP11-930P14.2	0.885
RP11-932A10.1	3.66
RP11-932O9.8	
RP11-933H2.4	3.569
RP11-934B9.3	1.2
RP11-936I5.1	1.705
RP11-939C17.4	0.658
RP11-93B14.4	1.495
RP11-93B14.5	
RP11-93B14.6	
RP11-93B21.1	2.688
RP11-93H10.1	2.614
RP11-93H12.2	0.401
RP11-93H12.3	-1.763
RP11-93H12.4	3.68
RP11-93I21.2	3.08
RP11-93I21.3	4.727
RP11-93K22.1	2.101
RP11-93K22.6	2.137
RP11-93K7.1	1.198
RP11-93L14.1	1.996
RP11-93L9.1	3.766
RP11-93M12.1	-0.064
RP11-93N20.1	2.443
RP11-93O17.1	3.516
RP11-93O17.2	0.977
RP11-93O7.5	3.709
RP11-93P10.3	
RP11-941H19.1	2.06
RP11-941H19.2	0.737
RP11-941H19.3	3.323
RP11-944C7.1	1.239
RP11-944L7.4	1.612
RP11-944L7.5	1.33
RP11-945A11.1	4.397
RP11-945A11.2	2.917
RP11-945C19.1	1.685
RP11-945C19.4	1.676
RP11-945F5.1	2.51
RP11-946L16.1	1.724
RP11-946L20.1	3.115
RP11-946L20.2	3.548
RP11-946L20.4	2.023
RP11-94A24.1	2.053
RP11-94B19.1	1.888
RP11-94B19.2	1.996
RP11-94B19.3	1.278
RP11-94B19.4	2.662
RP11-94B19.5	2.354
RP11-94B19.6	1.92
RP11-94B19.7	0.353
RP11-94C24.6	1.297
RP11-94C24.8	0.361
RP11-94D20.1	2.524
RP11-94H18.1	1.645
RP11-94H18.2	2.232
RP11-94H6.1	1.705
RP11-94L15.2	1.002
RP11-94M14.2	1.609
RP11-94M14.3	1.277
RP11-94P11.3	-0.755
RP11-94P11.4	2.246
RP11-94P14.1	
RP11-950C14.3	0.44
RP11-950C14.7	1.216
RP11-950K24.2	0.245
RP11-953B20.1	2.184
RP11-953B20.2	2.279
RP11-955H22.1	6.025
RP11-955H22.2	2.608
RP11-955H22.4	3.293
RP11-956A19.1	-0.531
RP11-956E11.1	1.702
RP11-956J14.1	0.226
RP11-956J14.2	2.167
RP11-958F21.1	2.402
RP11-958F21.3	2.088
RP11-958J22.1	2.197
RP11-958J22.2	
RP11-958J22.3	3.26
RP11-958N24.1	0.855
RP11-959F10.4	1.975
RP11-959F10.5	1.617
RP11-959F10.6	-1.266
RP11-959I15.1	0.639
RP11-959I15.4	0.747
RP11-95D17.1	4.095
RP11-95G17.2	-0.224
RP11-95H11.1	1.932
RP11-95H3.1	2.327
RP11-95I16.2	1.838
RP11-95I16.4	1.31
RP11-95I19.1	
RP11-95J11.1	
RP11-95K23.6	
RP11-95K23.7	
RP11-95L3.2	1.279
RP11-95M15.1	4.372
RP11-95M15.2	1.378
RP11-95M5.1	2.106
RP11-95O2.1	1.256
RP11-95O2.5	1.099
RP11-95P13.1	1.942
RP11-95P13.2	2.731
RP11-95P2.1	2.357
RP11-95P2.3	2.34
RP11-95P2.4	2.313
RP11-95P9.1	
RP11-960B9.2	3.03
RP11-960D24.1	3.741
RP11-960H2.1	2.168
RP11-960H2.2	1.86
RP11-960L18.1	2.592
RP11-961A15.1	2.194
RP11-962G15.1	2.082
RP11-963H1.1	1.749
RP11-963H4.2	-1.124
RP11-963H4.3	5.541
RP11-963H4.5	0.878
RP11-964E11.2	2.677
RP11-966I7.1	2.691
RP11-966I7.2	0.042
RP11-966I7.3	0.864
RP11-967K21.1	1.291
RP11-967K21.2	-0.092
RP11-968A15.2	1.871
RP11-968A15.8	3.015
RP11-968O1.5	1.874
RP11-96A1.4	3.887
RP11-96A1.5	1.393
RP11-96B2.1	2.506
RP11-96B5.3	0.591
RP11-96B5.4	1.624
RP11-96C21.1	2.358
RP11-96C23.10	1.465
RP11-96C23.11	1.324
RP11-96C23.12	1.297
RP11-96C23.14	1.675
RP11-96C23.15	0.608
RP11-96C23.5	1.675
RP11-96C23.9	0.275
RP11-96D1.10	2.229
RP11-96D1.11	1.329
RP11-96D1.3	1.385
RP11-96D1.5	2.486
RP11-96D1.6	1.634
RP11-96D1.7	2.504
RP11-96D1.9	
RP11-96D24.1	2.42
RP11-96G10.1	3.848
RP11-96H17.1	2.164
RP11-96H17.3	-1.201
RP11-96H19.1	1.445
RP11-96J15.2	
RP11-96J19.1	0.399
RP11-96J19.4	1.995
RP11-96K14.1	
RP11-96K19.2	0.841
RP11-96K19.4	2.519
RP11-96K19.5	1.336
RP11-96L14.7	0.924
RP11-96L7.2	1.538
RP11-96O20.2	0.583
RP11-96O20.4	3.481
RP11-96P7.1	1.516
RP11-972K6.1	
RP11-972L6.2	2.077
RP11-972P1.8	0.979
RP11-973D8.4	-0.515
RP11-973F15.1	3.796
RP11-973F15.2	2.137
RP11-973H7.1	2.228
RP11-973H7.3	-1.462
RP11-973H7.4	1.831
RP11-973H7.5	1.831
RP11-973N13.2	1.546
RP11-973N13.3	1.654
RP11-973N13.4	1.317
RP11-977B10.2	2.158
RP11-977G19.10	0.986
RP11-977G19.11	0.948
RP11-977G19.12	0.082
RP11-977G19.14	
RP11-977G19.5	2.747
RP11-977P2.1	2.933
RP11-978I15.10	1.543
RP11-97C16.1	
RP11-97C18.1	1.863
RP11-97E7.1	5.619
RP11-97E7.2	2.753
RP11-97F8.1	1.953
RP11-97I14.1	2.884
RP11-97N10.1	4.064
RP11-97N19.2	0.464
RP11-97N5.2	1.624
RP11-97O12.2	1.21
RP11-97O12.3	2.46
RP11-97O12.6	1.629
RP11-97O12.7	2.585
RP11-981G7.1	2.337
RP11-981G7.2	1.807
RP11-981G7.3	1.269
RP11-981G7.6	3.094
RP11-981P6.1	1.493
RP11-982M15.2	0.32
RP11-982M15.5	0.792
RP11-982M15.6	1.79
RP11-982M15.7	2.25
RP11-982M15.8	1.598
RP11-983C2.1	1.509
RP11-983C2.2	1.065
RP11-983C2.3	1.441
RP11-983C2.4	1.15
RP11-983P16.2	1.218
RP11-983P16.4	2.325
RP11-986E7.2	5.093
RP11-986E7.7	2.56
RP11-986G18.1	
RP11-989E6.11	
RP11-989F5.1	0.923
RP11-989F5.3	0.923
RP11-98C1.1	0.097
RP11-98C1.2	0.097
RP11-98C8.1	2.177
RP11-98D18.15	0.827
RP11-98D18.16	
RP11-98D18.17	0.866
RP11-98D18.2	-0.274
RP11-98D18.3	1.194
RP11-98D18.7	0.222
RP11-98D18.9	0.495
RP11-98E6.1	0.105
RP11-98F14.11	
RP11-98G13.1	0.271
RP11-98G7.1	1.874
RP11-98H4.1	0.585
RP11-98H4.4	
RP11-98I9.4	1.238
RP11-98J23.2	-1.04
RP11-98J9.1	2.698
RP11-98J9.2	4.684
RP11-98J9.3	4.684
RP11-98L4.1	0.762
RP11-98L5.2	2.401
RP11-98L5.4	1.37
RP11-98L5.5	3.436
RP11-98O2.1	3.706
RP11-98P2.1	2.33
RP11-991C1.1	2.427
RP11-991C1.2	2.525
RP11-993B23.1	2.365
RP11-993B23.3	0.64
RP11-996F15.2	1.908
RP11-998D10.1	3.319
RP11-998D10.4	2.409
RP11-998D10.5	1.403
RP11-998D10.7	0.403
RP11-999E24.3	2.376
RP11-99A1.2	2.073
RP11-99A14.1	0.051
RP11-99C10.1	2.604
RP11-99E15.2	2.022
RP11-99E15.3	-0.147
RP11-99H20.1	2.743
RP11-99H8.1	-0.108
RP11-99J16__A.2	2.79
RP11-99L13.1	2.337
RP11-99L13.2	1.624
RP11-9B6.1	1.983
RP11-9D8.1	2.645
RP11-9E13.4	-0.308
RP11-9G1.3	1.863
RP11-9G10.1	
RP11-9L18.2	1.535
RP11-9L18.3	0.91
RP11-9M16.2	1.189
RP11-9M16.3	0.034
RP11-9N20.3	0.177
RP13-100A9.2	1.524
RP13-1016M1.2	1.764
RP13-1032I1.7	0.96
RP13-1056D16.2	-0.092
RP13-122B23.8	1.997
RP13-122B23.9	1.134
RP13-126C7.1	3.665
RP13-128O4.3	0.872
RP13-130D24.1	2.337
RP13-131K19.1	
RP13-131K19.2	
RP13-131K19.6	
RP13-131K19.7	
RP13-137A17.4	1.798
RP13-137A17.5	1.134
RP13-137A17.6	2.334
RP13-13A3.1	1.648
RP13-140E4.1	2.504
RP13-143G15.3	1.771
RP13-143G15.4	2.95
RP13-146A14.1	0.907
RP13-147D17.1	3.586
RP13-150K15.1	3.192
RP13-152O15.5	-0.012
RP13-15E13.1	
RP13-15M17.1	
RP13-16H11.2	3.353
RP13-16H11.5	0.815
RP13-188A5.1	1.867
RP13-192B19.1	2.285
RP13-192B19.2	1.414
RP13-198D9.3	3.865
RP13-200J3.2	0.351
RP13-20L14.1	1.522
RP13-20L14.4	-0.118
RP13-20L14.6	1.161
RP13-210D15.1	1.017
RP13-212L9.1	3.123
RP13-213K19.1	2.489
RP13-216E22.4	-0.66
RP13-216E22.5	0.678
RP13-225O21.2	1.076
RP13-225O21.5	0.754
RP13-228J13.1	1.035
RP13-228J13.9	
RP13-235E23.1	1.519
RP13-238F13.3	1.149
RP13-238F13.5	2.669
RP13-254B10.1	
RP13-258O15.1	3.576
RP13-259N13.2	2.947
RP13-262C2.3	0.685
RP13-266I11.1	8.848
RP13-26D14.2	-0.17
RP13-270P17.1	2.202
RP13-270P17.2	3.403
RP13-270P17.3	1.844
RP13-279N23.2	4.199
RP13-30A9.1	
RP13-30A9.2	
RP13-313G19.2	1.977
RP13-314C10.5	2.169
RP13-317D12.3	1.398
RP13-324D24.1	2.161
RP13-329D4.3	
RP13-33H18.1	0.723
RP13-346H10.2	0.157
RP13-347D8.1	3.6
RP13-348B13.2	1.62
RP13-359K18.1	1.656
RP13-36G14.3	0.76
RP13-36G14.4	1.229
RP13-379L11.1	2.01
RP13-379L11.2	1.935
RP13-379L11.3	1.846
RP13-379O24.2	1.279
RP13-379O24.3	1.524
RP13-383K5.4	0.166
RP13-392I16.1	1.744
RP13-395E19.2	
RP13-395E19.4	
RP13-39P12.2	1.1
RP13-39P12.3	1.093
RP13-40J16.1	1.415
RP13-439H18.4	1.158
RP13-43E11.1	1.049
RP13-444H2.1	1.612
RP13-444K19.1	2.926
RP13-452N2.1	1.965
RP13-455A7.1	3.002
RP13-461N9.2	-0.94
RP13-463N16.6	1.924
RP13-467H17.1	6.646
RP13-46H24.1	2.886
RP13-476E20.1	0.78
RP13-483F6.1	0.158
RP13-487K5.1	2.242
RP13-487P22.1	-0.982
RP13-488H8.1	-1.153
RP13-494C23.1	1.528
RP13-497K6.1	0.485
RP13-507P19.1	1.979
